strain,fluorescence,stress
wild_type,2562.2764,No_stress
wild_type,2563.6035,No_stress
wild_type,2568.3538,No_stress
wild_type,2579.5256,No_stress
wild_type,2581.0667,No_stress
wild_type,2593.922,No_stress
wild_type,2602.56,No_stress
wild_type,2602.6538,No_stress
wild_type,2606.9644,No_stress
wild_type,2607.8027,No_stress
wild_type,2614.5,No_stress
wild_type,2625.7263,No_stress
wild_type,2627.5273,No_stress
wild_type,2633.5293,No_stress
wild_type,2639.8171,No_stress
wild_type,2641.232,No_stress
wild_type,2643.2026,No_stress
wild_type,2645.5679,No_stress
wild_type,2648,No_stress
wild_type,2650.0454,No_stress
wild_type,2650.25,No_stress
wild_type,2651.5051,No_stress
wild_type,2653.7742,No_stress
wild_type,2655.3877,No_stress
wild_type,2660.5857,No_stress
wild_type,2662.8538,No_stress
wild_type,2666.337,No_stress
wild_type,2668.975,No_stress
wild_type,2672.21,No_stress
wild_type,2690.1182,No_stress
wild_type,2695.6567,No_stress
wild_type,2696.875,No_stress
wild_type,2702.1667,No_stress
wild_type,2705.6323,No_stress
wild_type,2731.52,No_stress
wild_type,2736.5334,No_stress
wild_type,2737.4216,No_stress
wild_type,2744.3923,No_stress
wild_type,2744.8384,No_stress
wild_type,2746.4211,No_stress
wild_type,2750.0447,No_stress
wild_type,2752.4324,No_stress
wild_type,2753.9343,No_stress
wild_type,2758.9922,No_stress
wild_type,2761.062,No_stress
wild_type,2764.6177,No_stress
wild_type,2782.7026,No_stress
wild_type,2786.141,No_stress
wild_type,2786.5327,No_stress
wild_type,2789.2727,No_stress
wild_type,2789.803,No_stress
wild_type,2799.4707,No_stress
wild_type,2799.6206,No_stress
wild_type,2810.0322,No_stress
wild_type,2810.8718,No_stress
wild_type,2810.9495,No_stress
wild_type,2818.6094,No_stress
wild_type,2824.836,No_stress
wild_type,2834.5913,No_stress
wild_type,2852.32,No_stress
wild_type,2857.3845,No_stress
wild_type,2858.2615,No_stress
wild_type,2864.6826,No_stress
wild_type,2865.7883,No_stress
wild_type,2882.3662,No_stress
wild_type,2883.6912,No_stress
wild_type,2888.111,No_stress
wild_type,2900.4924,No_stress
wild_type,2907.0117,No_stress
wild_type,2915.3513,No_stress
wild_type,2917.5386,No_stress
wild_type,2930.828,No_stress
wild_type,2934.5056,No_stress
wild_type,2935.169,No_stress
wild_type,2937.0461,No_stress
wild_type,2937.5715,No_stress
wild_type,2941.9048,No_stress
wild_type,2950.1858,No_stress
wild_type,2951.47,No_stress
wild_type,2954.1775,No_stress
wild_type,2961.2185,No_stress
wild_type,2962.117,No_stress
wild_type,2964.9443,No_stress
wild_type,2965.3333,No_stress
wild_type,2966.2666,No_stress
wild_type,2974.016,No_stress
wild_type,2976.3428,No_stress
wild_type,2990.648,No_stress
wild_type,2993.7761,No_stress
wild_type,2996.8293,No_stress
wild_type,2997,No_stress
wild_type,3002.8164,No_stress
wild_type,3010.642,No_stress
wild_type,3012.5398,No_stress
wild_type,3012.735,No_stress
wild_type,3014.2964,No_stress
wild_type,3018.1296,No_stress
wild_type,3028.6418,No_stress
wild_type,3063.7437,No_stress
wild_type,3068.0173,No_stress
wild_type,3071.75,No_stress
wild_type,3080.3362,No_stress
wild_type,3082.5557,No_stress
wild_type,3094.9878,No_stress
wild_type,3099.5635,No_stress
wild_type,3118.1758,No_stress
wild_type,3126.321,No_stress
wild_type,3127.8667,No_stress
wild_type,3130.0115,No_stress
wild_type,3159.602,No_stress
wild_type,3160.4167,No_stress
wild_type,3161.722,No_stress
wild_type,3170.8318,No_stress
wild_type,3187.5833,No_stress
wild_type,3190.043,No_stress
wild_type,3190.8804,No_stress
wild_type,3194.83,No_stress
wild_type,3197.5046,No_stress
wild_type,3197.541,No_stress
wild_type,3204.6543,No_stress
wild_type,3205.3242,No_stress
wild_type,3209.25,No_stress
wild_type,3211.481,No_stress
wild_type,3212.5535,No_stress
wild_type,3213.7612,No_stress
wild_type,3219.253,No_stress
wild_type,3219.3584,No_stress
wild_type,3220.1677,No_stress
wild_type,3221.2627,No_stress
wild_type,3224.0144,No_stress
wild_type,3227.3135,No_stress
wild_type,3235.7327,No_stress
wild_type,3245.5686,No_stress
wild_type,3247.4045,No_stress
wild_type,3254.85,No_stress
wild_type,3255.1892,No_stress
wild_type,3261.7522,No_stress
wild_type,3274.5483,No_stress
wild_type,3277.3684,No_stress
wild_type,3296.4434,No_stress
wild_type,3315.5396,No_stress
wild_type,3320.6719,No_stress
wild_type,3340.831,No_stress
wild_type,3345.4814,No_stress
wild_type,3350.6128,No_stress
wild_type,3351.9707,No_stress
wild_type,3356.3135,No_stress
wild_type,3375.6267,No_stress
wild_type,3376.6138,No_stress
wild_type,3381.9307,No_stress
wild_type,3381.974,No_stress
wild_type,3384.9854,No_stress
wild_type,3393.2134,No_stress
wild_type,3394.7195,No_stress
wild_type,3405.8462,No_stress
wild_type,3413.4336,No_stress
wild_type,3421.9402,No_stress
wild_type,3422.2095,No_stress
wild_type,3447.8352,No_stress
wild_type,3451.028,No_stress
wild_type,3467.24,No_stress
wild_type,3470.5344,No_stress
wild_type,3483.559,No_stress
wild_type,3497.986,No_stress
wild_type,3508.4653,No_stress
wild_type,3510.642,No_stress
wild_type,3511.2192,No_stress
wild_type,3569.8948,No_stress
wild_type,3573.9392,No_stress
wild_type,3583.2576,No_stress
wild_type,3583.897,No_stress
wild_type,3622.0303,No_stress
wild_type,3642.3972,No_stress
wild_type,3666.7874,No_stress
wild_type,3692.2017,No_stress
wild_type,3711.1042,No_stress
wild_type,3713.127,No_stress
wild_type,3725,No_stress
wild_type,3729.3518,No_stress
wild_type,3751.7576,No_stress
wild_type,3753.3203,No_stress
wild_type,3775.2144,No_stress
wild_type,3783.7778,No_stress
wild_type,3809.9849,No_stress
wild_type,3814.3176,No_stress
wild_type,3855.322,No_stress
wild_type,3866.1416,No_stress
wild_type,3870.3845,No_stress
wild_type,3874.3953,No_stress
wild_type,3882.7163,No_stress
wild_type,3886.625,No_stress
wild_type,3899.0745,No_stress
wild_type,3912.6758,No_stress
wild_type,3918.6016,No_stress
wild_type,3926.9626,No_stress
wild_type,3952.7778,No_stress
wild_type,3968.2422,No_stress
wild_type,3977.2231,No_stress
wild_type,3996.5867,No_stress
wild_type,4007.8193,No_stress
wild_type,4024.781,No_stress
wild_type,4039.76,No_stress
wild_type,4065.5847,No_stress
wild_type,4066.1365,No_stress
wild_type,4070.7693,No_stress
wild_type,4080.9092,No_stress
wild_type,4103.521,No_stress
wild_type,4120.533,No_stress
wild_type,4169,No_stress
wild_type,4216.042,No_stress
wild_type,4246.984,No_stress
wild_type,4354.228,No_stress
wild_type,4477.2856,No_stress
wild_type,4537.981,No_stress
wild_type,4622.143,No_stress
wild_type,4694.319,No_stress
wild_type,4791.861,No_stress
wild_type,4795.061,No_stress
wild_type,4803.838,No_stress
wild_type,4809.2476,No_stress
wild_type,4833.6724,No_stress
wild_type,4905.0933,No_stress
∆yoaI,1135.4286,No_stress
∆yoaI,1137.5,No_stress
∆yoaI,1139.8969,No_stress
∆yoaI,1143.8923,No_stress
∆yoaI,1149.5343,No_stress
∆yoaI,1151.2821,No_stress
∆yoaI,1151.9143,No_stress
∆yoaI,1152.1809,No_stress
∆yoaI,1155.96,No_stress
∆yoaI,1157.3026,No_stress
∆yoaI,1158.0127,No_stress
∆yoaI,1159.2933,No_stress
∆yoaI,1159.8379,No_stress
∆yoaI,1162.3778,No_stress
∆yoaI,1163.2898,No_stress
∆yoaI,1163.4082,No_stress
∆yoaI,1164.4219,No_stress
∆yoaI,1166.5454,No_stress
∆yoaI,1167.8137,No_stress
∆yoaI,1168.8643,No_stress
∆yoaI,1169.0808,No_stress
∆yoaI,1171.2169,No_stress
∆yoaI,1176.75,No_stress
∆yoaI,1178.866,No_stress
∆yoaI,1181.9504,No_stress
∆yoaI,1182.208,No_stress
∆yoaI,1183.2307,No_stress
∆yoaI,1183.5,No_stress
∆yoaI,1185.1111,No_stress
∆yoaI,1185.3787,No_stress
∆yoaI,1187.7931,No_stress
∆yoaI,1188.88,No_stress
∆yoaI,1190.8975,No_stress
∆yoaI,1193.6543,No_stress
∆yoaI,1195.6666,No_stress
∆yoaI,1197.6842,No_stress
∆yoaI,1198.792,No_stress
∆yoaI,1203.0808,No_stress
∆yoaI,1204.619,No_stress
∆yoaI,1205.1265,No_stress
∆yoaI,1206.1132,No_stress
∆yoaI,1209.1844,No_stress
∆yoaI,1211.0841,No_stress
∆yoaI,1214.4381,No_stress
∆yoaI,1216.8441,No_stress
∆yoaI,1218.6666,No_stress
∆yoaI,1218.6976,No_stress
∆yoaI,1220.0154,No_stress
∆yoaI,1220.0588,No_stress
∆yoaI,1220.6912,No_stress
∆yoaI,1220.7606,No_stress
∆yoaI,1222.942,No_stress
∆yoaI,1224.0513,No_stress
∆yoaI,1226.0648,No_stress
∆yoaI,1226.1666,No_stress
∆yoaI,1229.5312,No_stress
∆yoaI,1230.5869,No_stress
∆yoaI,1231.1046,No_stress
∆yoaI,1238.2877,No_stress
∆yoaI,1242.6174,No_stress
∆yoaI,1250.3049,No_stress
∆yoaI,1251.05,No_stress
∆yoaI,1254.2538,No_stress
∆yoaI,1254.8296,No_stress
∆yoaI,1257.409,No_stress
∆yoaI,1257.8,No_stress
∆yoaI,1266.0132,No_stress
∆yoaI,1270.0632,No_stress
∆yoaI,1273.7748,No_stress
∆yoaI,1276.2941,No_stress
∆yoaI,1278.0505,No_stress
∆yoaI,1278.241,No_stress
∆yoaI,1278.5288,No_stress
∆yoaI,1279.1548,No_stress
∆yoaI,1282.5797,No_stress
∆yoaI,1283.0785,No_stress
∆yoaI,1283.3784,No_stress
∆yoaI,1285.6145,No_stress
∆yoaI,1285.7715,No_stress
∆yoaI,1288.0693,No_stress
∆yoaI,1288.3715,No_stress
∆yoaI,1289.3529,No_stress
∆yoaI,1294.2787,No_stress
∆yoaI,1294.5,No_stress
∆yoaI,1298.2542,No_stress
∆yoaI,1304.4329,No_stress
∆yoaI,1307.9697,No_stress
∆yoaI,1308.115,No_stress
∆yoaI,1309.9438,No_stress
∆yoaI,1311.3529,No_stress
∆yoaI,1311.8438,No_stress
∆yoaI,1312.5823,No_stress
∆yoaI,1313.8586,No_stress
∆yoaI,1317.1177,No_stress
∆yoaI,1317.6307,No_stress
∆yoaI,1318.1195,No_stress
∆yoaI,1318.762,No_stress
∆yoaI,1320.0844,No_stress
∆yoaI,1327.3293,No_stress
∆yoaI,1327.5641,No_stress
∆yoaI,1329.9166,No_stress
∆yoaI,1330.0723,No_stress
∆yoaI,1330.4884,No_stress
∆yoaI,1330.6093,No_stress
∆yoaI,1332.2739,No_stress
∆yoaI,1338.1978,No_stress
∆yoaI,1340.537,No_stress
∆yoaI,1341.9546,No_stress
∆yoaI,1343,No_stress
∆yoaI,1343.7015,No_stress
∆yoaI,1344.2188,No_stress
∆yoaI,1344.5205,No_stress
∆yoaI,1345.5303,No_stress
∆yoaI,1345.9736,No_stress
∆yoaI,1346.8572,No_stress
∆yoaI,1346.9292,No_stress
∆yoaI,1350.9893,No_stress
∆yoaI,1351.402,No_stress
∆yoaI,1351.8715,No_stress
∆yoaI,1352.2417,No_stress
∆yoaI,1352.5574,No_stress
∆yoaI,1353.3021,No_stress
∆yoaI,1356.1466,No_stress
∆yoaI,1356.2297,No_stress
∆yoaI,1356.6483,No_stress
∆yoaI,1357.0641,No_stress
∆yoaI,1358.1011,No_stress
∆yoaI,1358.8871,No_stress
∆yoaI,1360.1765,No_stress
∆yoaI,1362.4,No_stress
∆yoaI,1363.1143,No_stress
∆yoaI,1363.2463,No_stress
∆yoaI,1367.9368,No_stress
∆yoaI,1369.12,No_stress
∆yoaI,1372.2115,No_stress
∆yoaI,1372.2739,No_stress
∆yoaI,1374,No_stress
∆yoaI,1377.1136,No_stress
∆yoaI,1378.3086,No_stress
∆yoaI,1378.4342,No_stress
∆yoaI,1380.096,No_stress
∆yoaI,1387.4023,No_stress
∆yoaI,1388.2028,No_stress
∆yoaI,1396.1482,No_stress
∆yoaI,1396.75,No_stress
∆yoaI,1396.8818,No_stress
∆yoaI,1399.2233,No_stress
∆yoaI,1403.0735,No_stress
∆yoaI,1403.1855,No_stress
∆yoaI,1404.027,No_stress
∆yoaI,1407.7317,No_stress
∆yoaI,1407.7705,No_stress
∆yoaI,1409.2988,No_stress
∆yoaI,1413.3727,No_stress
∆yoaI,1414.4907,No_stress
∆yoaI,1415.6212,No_stress
∆yoaI,1416.1635,No_stress
∆yoaI,1417.0125,No_stress
∆yoaI,1418.2916,No_stress
∆yoaI,1423.7433,No_stress
∆yoaI,1423.7579,No_stress
∆yoaI,1425.4943,No_stress
∆yoaI,1429.7191,No_stress
∆yoaI,1432.5238,No_stress
∆yoaI,1433.1578,No_stress
∆yoaI,1434.7076,No_stress
∆yoaI,1439.3761,No_stress
∆yoaI,1439.5802,No_stress
∆yoaI,1439.642,No_stress
∆yoaI,1440.4918,No_stress
∆yoaI,1442,No_stress
∆yoaI,1442.1586,No_stress
∆yoaI,1443.5,No_stress
∆yoaI,1445.4286,No_stress
∆yoaI,1445.9565,No_stress
∆yoaI,1446.369,No_stress
∆yoaI,1450.3062,No_stress
∆yoaI,1451.0316,No_stress
∆yoaI,1451.1515,No_stress
∆yoaI,1452.4885,No_stress
∆yoaI,1454.138,No_stress
∆yoaI,1457.2245,No_stress
∆yoaI,1457.5,No_stress
∆yoaI,1457.6017,No_stress
∆yoaI,1458.8105,No_stress
∆yoaI,1458.9646,No_stress
∆yoaI,1459.7527,No_stress
∆yoaI,1461.8132,No_stress
∆yoaI,1465.378,No_stress
∆yoaI,1466.0438,No_stress
∆yoaI,1468.6471,No_stress
∆yoaI,1470.4725,No_stress
∆yoaI,1470.5227,No_stress
∆yoaI,1472.305,No_stress
∆yoaI,1474.5846,No_stress
∆yoaI,1476.5581,No_stress
∆yoaI,1477.0333,No_stress
∆yoaI,1479.5067,No_stress
∆yoaI,1480.0581,No_stress
∆yoaI,1483.2222,No_stress
∆yoaI,1486.0518,No_stress
∆yoaI,1487.7858,No_stress
∆yoaI,1488.9885,No_stress
∆yoaI,1489.0325,No_stress
∆yoaI,1490.76,No_stress
∆yoaI,1491.178,No_stress
∆yoaI,1493.1428,No_stress
∆yoaI,1497.1646,No_stress
∆yoaI,1497.84,No_stress
∆yoaI,1503.1125,No_stress
∆yoaI,1505.7922,No_stress
∆yoaI,1507.7142,No_stress
∆yoaI,1509.4843,No_stress
∆yoaI,1513.4395,No_stress
∆yoaI,1513.6699,No_stress
∆yoaI,1515.8314,No_stress
∆yoaI,1515.9176,No_stress
∆yoaI,1518.126,No_stress
∆yoaI,1518.2561,No_stress
∆yoaI,1518.5883,No_stress
∆yoaI,1519.7185,No_stress
∆yoaI,1520.137,No_stress
∆yoaI,1520.8956,No_stress
∆yoaI,1522.2727,No_stress
∆yoaI,1523.2,No_stress
∆yoaI,1524.9906,No_stress
∆yoaI,1527.3376,No_stress
∆yoaI,1527.9636,No_stress
∆yoaI,1530.809,No_stress
∆yoaI,1531.1765,No_stress
∆yoaI,1531.7739,No_stress
∆yoaI,1533.3229,No_stress
∆yoaI,1533.5177,No_stress
∆yoaI,1535.1466,No_stress
∆yoaI,1535.3066,No_stress
∆yoaI,1536.7646,No_stress
∆yoaI,1537.3884,No_stress
∆yoaI,1538.431,No_stress
∆yoaI,1540.8055,No_stress
∆yoaI,1541.4719,No_stress
∆yoaI,1542.4546,No_stress
∆yoaI,1544.0361,No_stress
∆yoaI,1545.3062,No_stress
∆yoaI,1546.3593,No_stress
∆yoaI,1547.4022,No_stress
∆yoaI,1548.871,No_stress
∆yoaI,1548.9445,No_stress
∆yoaI,1553.2927,No_stress
∆yoaI,1555.1605,No_stress
∆yoaI,1558.4,No_stress
∆yoaI,1559.117,No_stress
∆yoaI,1559.4318,No_stress
∆yoaI,1559.6364,No_stress
∆yoaI,1559.7732,No_stress
∆yoaI,1561.5797,No_stress
∆yoaI,1561.6342,No_stress
∆yoaI,1561.6864,No_stress
∆yoaI,1563.9286,No_stress
∆yoaI,1564.784,No_stress
∆yoaI,1566.0121,No_stress
∆yoaI,1566.9514,No_stress
∆yoaI,1570.4769,No_stress
∆yoaI,1570.5125,No_stress
∆yoaI,1571.6571,No_stress
∆yoaI,1573.1111,No_stress
∆yoaI,1574.6897,No_stress
∆yoaI,1574.8513,No_stress
∆yoaI,1574.9121,No_stress
∆yoaI,1574.9298,No_stress
∆yoaI,1575.9672,No_stress
∆yoaI,1578.9783,No_stress
∆yoaI,1584.7789,No_stress
∆yoaI,1586.3086,No_stress
∆yoaI,1587.1812,No_stress
∆yoaI,1587.8605,No_stress
∆yoaI,1592.3762,No_stress
∆yoaI,1596.1666,No_stress
∆yoaI,1599.8643,No_stress
∆yoaI,1602.1215,No_stress
∆yoaI,1602.6515,No_stress
∆yoaI,1604.1389,No_stress
∆yoaI,1604.8041,No_stress
∆yoaI,1606.1293,No_stress
∆yoaI,1606.5205,No_stress
∆yoaI,1610.0746,No_stress
∆yoaI,1614.3077,No_stress
∆yoaI,1616.6179,No_stress
∆yoaI,1621.2,No_stress
∆yoaI,1622.2208,No_stress
∆yoaI,1627.921,No_stress
∆yoaI,1634.5454,No_stress
∆yoaI,1635.3846,No_stress
∆yoaI,1635.4333,No_stress
∆yoaI,1637.8052,No_stress
∆yoaI,1638.3441,No_stress
∆yoaI,1643.6571,No_stress
∆yoaI,1645.462,No_stress
∆yoaI,1646.6989,No_stress
∆yoaI,1648.6976,No_stress
∆yoaI,1649.1261,No_stress
∆yoaI,1651.0299,No_stress
∆yoaI,1661.8914,No_stress
∆yoaI,1662.1621,No_stress
∆yoaI,1665.6979,No_stress
∆yoaI,1665.7416,No_stress
∆yoaI,1669.6066,No_stress
∆yoaI,1671.7285,No_stress
∆yoaI,1678.427,No_stress
∆yoaI,1679.5454,No_stress
∆yoaI,1692.5067,No_stress
∆yoaI,1693.0245,No_stress
∆yoaI,1693.735,No_stress
∆yoaI,1698.1548,No_stress
∆yoaI,1698.6722,No_stress
∆yoaI,1700.3334,No_stress
∆yoaI,1704.0918,No_stress
∆yoaI,1705.2778,No_stress
∆yoaI,1708.1538,No_stress
∆yoaI,1710.3223,No_stress
∆yoaI,1710.686,No_stress
∆yoaI,1712.8158,No_stress
∆yoaI,1715.2039,No_stress
∆yoaI,1721.1111,No_stress
∆yoaI,1721.8077,No_stress
∆yoaI,1727.4932,No_stress
∆yoaI,1736.6389,No_stress
∆yoaI,1741.5514,No_stress
∆yoaI,1742,No_stress
∆yoaI,1743.1573,No_stress
∆yoaI,1747.6349,No_stress
∆yoaI,1754.378,No_stress
∆yoaI,1756.6577,No_stress
∆yoaI,1756.8405,No_stress
∆yoaI,1766.2065,No_stress
∆yoaI,1767.8387,No_stress
∆yoaI,1769.9155,No_stress
∆yoaI,1770.3966,No_stress
∆yoaI,1770.5354,No_stress
∆yoaI,1770.7273,No_stress
∆yoaI,1772.3064,No_stress
∆yoaI,1777.0814,No_stress
∆yoaI,1781.9592,No_stress
∆yoaI,1786.2795,No_stress
∆yoaI,1801.3478,No_stress
∆yoaI,1803.6133,No_stress
∆yoaI,1803.863,No_stress
∆yoaI,1804.866,No_stress
∆yoaI,1811.0227,No_stress
∆yoaI,1811.7957,No_stress
∆yoaI,1816.5834,No_stress
∆yoaI,1816.8901,No_stress
∆yoaI,1821.8102,No_stress
∆yoaI,1822.3303,No_stress
∆yoaI,1827.7705,No_stress
∆yoaI,1834.8903,No_stress
∆yoaI,1836.2535,No_stress
∆yoaI,1840.491,No_stress
∆yoaI,1842.7185,No_stress
∆yoaI,1845.5177,No_stress
∆yoaI,1846.2528,No_stress
∆yoaI,1848.5851,No_stress
∆yoaI,1848.6617,No_stress
∆yoaI,1849.3151,No_stress
∆yoaI,1852.9059,No_stress
∆yoaI,1852.9385,No_stress
∆yoaI,1856.8453,No_stress
∆yoaI,1858.3472,No_stress
∆yoaI,1862.0172,No_stress
∆yoaI,1863.4225,No_stress
∆yoaI,1864.1444,No_stress
∆yoaI,1865.0677,No_stress
∆yoaI,1867.619,No_stress
∆yoaI,1870.6268,No_stress
∆yoaI,1872.7745,No_stress
∆yoaI,1874.4868,No_stress
∆yoaI,1875.3883,No_stress
∆yoaI,1878.6268,No_stress
∆yoaI,1880.954,No_stress
∆yoaI,1888.9445,No_stress
∆yoaI,1891.052,No_stress
∆yoaI,1892.8928,No_stress
∆yoaI,1894.8846,No_stress
∆yoaI,1898.7544,No_stress
∆yoaI,1900.2054,No_stress
∆yoaI,1902.2646,No_stress
∆yoaI,1905.2377,No_stress
∆yoaI,1908.0555,No_stress
∆yoaI,1908.7333,No_stress
∆yoaI,1913.9688,No_stress
∆yoaI,1914.919,No_stress
∆yoaI,1921.3151,No_stress
∆yoaI,1922.4637,No_stress
∆yoaI,1923.0879,No_stress
∆yoaI,1924.4509,No_stress
∆yoaI,1926.6849,No_stress
∆yoaI,1928.1154,No_stress
∆yoaI,1928.9382,No_stress
∆yoaI,1931.2745,No_stress
∆yoaI,1940.6263,No_stress
∆yoaI,1943.7125,No_stress
∆yoaI,1943.863,No_stress
∆yoaI,1944.3243,No_stress
∆yoaI,1946.9429,No_stress
∆yoaI,1947.844,No_stress
∆yoaI,1951.4823,No_stress
∆yoaI,1954.5195,No_stress
∆yoaI,1955.9531,No_stress
∆yoaI,1957.3815,No_stress
∆yoaI,1957.5469,No_stress
∆yoaI,1958.6329,No_stress
∆yoaI,1959.7539,No_stress
∆yoaI,1971.3628,No_stress
∆yoaI,1976.0339,No_stress
∆yoaI,1976.125,No_stress
∆yoaI,1976.7072,No_stress
∆yoaI,1978.4722,No_stress
∆yoaI,1978.6951,No_stress
∆yoaI,1981.174,No_stress
∆yoaI,1982.075,No_stress
∆yoaI,1982.172,No_stress
∆yoaI,1982.5537,No_stress
∆yoaI,1983.033,No_stress
∆yoaI,1983.3334,No_stress
∆yoaI,1988.3026,No_stress
∆yoaI,1989.1898,No_stress
∆yoaI,1997.8643,No_stress
∆yoaI,2001.0294,No_stress
∆yoaI,2001.7441,No_stress
∆yoaI,2001.7894,No_stress
∆yoaI,2004.2236,No_stress
∆yoaI,2006.64,No_stress
∆yoaI,2010.6825,No_stress
∆yoaI,2010.7606,No_stress
∆yoaI,2017.3793,No_stress
∆yoaI,2020.0521,No_stress
∆yoaI,2020.3292,No_stress
∆yoaI,2024.0769,No_stress
∆yoaI,2024.125,No_stress
∆yoaI,2030.978,No_stress
∆yoaI,2035.3191,No_stress
∆yoaI,2037.5834,No_stress
∆yoaI,2040.5775,No_stress
∆yoaI,2049.625,No_stress
∆yoaI,2056.6707,No_stress
∆yoaI,2057.25,No_stress
∆yoaI,2057.6582,No_stress
∆yoaI,2063.1626,No_stress
∆yoaI,2064.896,No_stress
∆yoaI,2072.4307,No_stress
∆yoaI,2076.814,No_stress
∆yoaI,2079.7078,No_stress
∆yoaI,2083.074,No_stress
∆yoaI,2092.2236,No_stress
∆yoaI,2099.5,No_stress
∆yoaI,2102.0413,No_stress
∆yoaI,2120.3513,No_stress
∆yoaI,2122.593,No_stress
∆yoaI,2129.5977,No_stress
∆yoaI,2133.9595,No_stress
∆yoaI,2134.1333,No_stress
∆yoaI,2137.2104,No_stress
∆yoaI,2143.4736,No_stress
∆yoaI,2144.4658,No_stress
∆yoaI,2147.6162,No_stress
∆yoaI,2154.202,No_stress
∆yoaI,2154.4268,No_stress
∆yoaI,2162.1973,No_stress
∆yoaI,2166.2188,No_stress
∆yoaI,2171.6863,No_stress
∆yoaI,2173.3,No_stress
∆yoaI,2175.6924,No_stress
∆yoaI,2177.6204,No_stress
∆yoaI,2179.4443,No_stress
∆yoaI,2180.5396,No_stress
∆yoaI,2182.6516,No_stress
∆yoaI,2187.254,No_stress
∆yoaI,2189.796,No_stress
∆yoaI,2191.305,No_stress
∆yoaI,2205.1765,No_stress
∆yoaI,2218.0378,No_stress
∆yoaI,2224.3733,No_stress
∆yoaI,2227.8843,No_stress
∆yoaI,2232.5845,No_stress
∆yoaI,2232.779,No_stress
∆yoaI,2240.2205,No_stress
∆yoaI,2247.1235,No_stress
∆yoaI,2248.6533,No_stress
∆yoaI,2257.7034,No_stress
∆yoaI,2266.4517,No_stress
∆yoaI,2271.68,No_stress
∆yoaI,2278.1125,No_stress
∆yoaI,2292.694,No_stress
∆yoaI,2302.0874,No_stress
∆yoaI,2309.3628,No_stress
∆yoaI,2315.9126,No_stress
∆yoaI,2325.4023,No_stress
∆yoaI,2334.073,No_stress
∆yoaI,2345.696,No_stress
∆yoaI,2347.0579,No_stress
∆yoaI,2350.0684,No_stress
∆yoaI,2367.8823,No_stress
∆yoaI,2384.7,No_stress
∆yoaI,2391.4912,No_stress
∆yoaI,2392.2744,No_stress
∆yoaI,2392.943,No_stress
∆yoaI,2393.281,No_stress
∆yoaI,2410.7937,No_stress
∆yoaI,2411.3918,No_stress
∆yoaI,2412.2197,No_stress
∆yoaI,2417.1975,No_stress
∆yoaI,2426.5,No_stress
∆yoaI,2436.2856,No_stress
∆yoaI,2442.3152,No_stress
∆yoaI,2454.602,No_stress
∆yoaI,2480.0605,No_stress
∆yoaI,2486.539,No_stress
∆yoaI,2506.0715,No_stress
∆yoaI,2506.404,No_stress
∆yoaI,2506.4417,No_stress
∆yoaI,2526.9368,No_stress
∆yoaI,2560.8738,No_stress
∆yoaI,2581.139,No_stress
∆yoaI,2616.2913,No_stress
∆yoaI,2626.2747,No_stress
∆yoaI,2634.5874,No_stress
∆yoaI,2647.1143,No_stress
∆yoaI,2654.0938,No_stress
∆yoaI,2666.169,No_stress
∆yoaI,2720.8347,No_stress
∆yoaI,2722.75,No_stress
∆yoaI,2728.024,No_stress
∆yoaI,2741.0361,No_stress
∆yoaI,2750.0422,No_stress
∆yoaI,2802.2632,No_stress
∆yoaI,2837.9592,No_stress
∆yoaI,2865.476,No_stress
∆yoaI,2880.092,No_stress
∆yoaI,2883.348,No_stress
∆yoaI,2898,No_stress
∆yoaI,2928.6465,No_stress
∆yoaI,2955.4688,No_stress
