hour,replicate,strain,wild_type,OD,stress
16,8,yriB(yriA_TAA),no,0.911,stress
17,1,yriB(yriA_TAA),no,0.771,stress
17,2,yriB(yriA_TAA),no,0.739,stress
17,3,yriB(yriA_TAA),no,0.766,stress
17,4,yriB(yriA_TAA),no,0.802,stress
17,5,yriB(yriA_TAA),no,0.87,stress
17,6,yriB(yriA_TAA),no,0.9,stress
17,7,yriB(yriA_TAA),no,0.861,stress
17,8,yriB(yriA_TAA),no,0.958,stress
18,1,yriB(yriA_TAA),no,0.788,stress
18,2,yriB(yriA_TAA),no,0.74,stress
18,3,yriB(yriA_TAA),no,0.768,stress
18,4,yriB(yriA_TAA),no,0.809,stress
18,5,yriB(yriA_TAA),no,0.863,stress
18,6,yriB(yriA_TAA),no,0.891,stress
18,7,yriB(yriA_TAA),no,0.866,stress
18,8,yriB(yriA_TAA),no,0.992,stress
19,1,yriB(yriA_TAA),no,0.789,stress
19,2,yriB(yriA_TAA),no,0.757,stress
19,3,yriB(yriA_TAA),no,0.778,stress
19,4,yriB(yriA_TAA),no,0.826,stress
19,5,yriB(yriA_TAA),no,0.869,stress
19,6,yriB(yriA_TAA),no,0.9,stress
19,7,yriB(yriA_TAA),no,0.882,stress
19,8,yriB(yriA_TAA),no,0.988,stress
20,1,yriB(yriA_TAA),no,0.809,stress
20,2,yriB(yriA_TAA),no,0.764,stress
20,3,yriB(yriA_TAA),no,0.783,stress
20,4,yriB(yriA_TAA),no,0.833,stress
20,5,yriB(yriA_TAA),no,0.874,stress
20,6,yriB(yriA_TAA),no,0.901,stress
20,7,yriB(yriA_TAA),no,0.891,stress
20,8,yriB(yriA_TAA),no,0.975,stress
0,1,yriB(yriA_TAA),no,0.13,no_stress
0,1,yriB(yriA_TAA),no,0.128,no_stress
0,2,yriB(yriA_TAA),no,0.131,no_stress
0,2,yriB(yriA_TAA),no,0.128,no_stress
0,3,yriB(yriA_TAA),no,0.143,no_stress
0,3,yriB(yriA_TAA),no,0.141,no_stress
0,4,yriB(yriA_TAA),no,0.141,no_stress
0,4,yriB(yriA_TAA),no,0.144,no_stress
1,1,yriB(yriA_TAA),no,0.155,no_stress
1,1,yriB(yriA_TAA),no,0.151,no_stress
1,2,yriB(yriA_TAA),no,0.158,no_stress
1,2,yriB(yriA_TAA),no,0.146,no_stress
1,3,yriB(yriA_TAA),no,0.178,no_stress
1,3,yriB(yriA_TAA),no,0.178,no_stress
1,4,yriB(yriA_TAA),no,0.18,no_stress
1,4,yriB(yriA_TAA),no,0.181,no_stress
2,1,yriB(yriA_TAA),no,0.191,no_stress
2,1,yriB(yriA_TAA),no,0.18,no_stress
2,2,yriB(yriA_TAA),no,0.191,no_stress
2,2,yriB(yriA_TAA),no,0.172,no_stress
2,3,yriB(yriA_TAA),no,0.23,no_stress
2,3,yriB(yriA_TAA),no,0.229,no_stress
2,4,yriB(yriA_TAA),no,0.225,no_stress
2,4,yriB(yriA_TAA),no,0.241,no_stress
3,1,yriB(yriA_TAA),no,0.231,no_stress
3,1,yriB(yriA_TAA),no,0.218,no_stress
3,2,yriB(yriA_TAA),no,0.233,no_stress
3,2,yriB(yriA_TAA),no,0.204,no_stress
3,3,yriB(yriA_TAA),no,0.293,no_stress
3,3,yriB(yriA_TAA),no,0.292,no_stress
3,4,yriB(yriA_TAA),no,0.286,no_stress
3,4,yriB(yriA_TAA),no,0.322,no_stress
4,1,yriB(yriA_TAA),no,0.326,no_stress
4,1,yriB(yriA_TAA),no,0.307,no_stress
4,2,yriB(yriA_TAA),no,0.323,no_stress
4,2,yriB(yriA_TAA),no,0.278,no_stress
4,3,yriB(yriA_TAA),no,0.392,no_stress
4,3,yriB(yriA_TAA),no,0.397,no_stress
4,4,yriB(yriA_TAA),no,0.391,no_stress
4,4,yriB(yriA_TAA),no,0.422,no_stress
5,1,yriB(yriA_TAA),no,0.435,no_stress
5,1,yriB(yriA_TAA),no,0.418,no_stress
5,2,yriB(yriA_TAA),no,0.453,no_stress
5,2,yriB(yriA_TAA),no,0.377,no_stress
5,3,yriB(yriA_TAA),no,0.524,no_stress
5,3,yriB(yriA_TAA),no,0.525,no_stress
5,4,yriB(yriA_TAA),no,0.581,no_stress
5,4,yriB(yriA_TAA),no,0.61,no_stress
6,1,yriB(yriA_TAA),no,0.628,no_stress
6,1,yriB(yriA_TAA),no,0.617,no_stress
6,2,yriB(yriA_TAA),no,0.655,no_stress
6,2,yriB(yriA_TAA),no,0.594,no_stress
6,3,yriB(yriA_TAA),no,0.622,no_stress
6,3,yriB(yriA_TAA),no,0.626,no_stress
6,4,yriB(yriA_TAA),no,0.699,no_stress
6,4,yriB(yriA_TAA),no,0.767,no_stress
7,1,yriB(yriA_TAA),no,0.695,no_stress
7,1,yriB(yriA_TAA),no,0.659,no_stress
7,2,yriB(yriA_TAA),no,0.683,no_stress
7,2,yriB(yriA_TAA),no,0.668,no_stress
7,3,yriB(yriA_TAA),no,0.668,no_stress
7,3,yriB(yriA_TAA),no,0.686,no_stress
7,4,yriB(yriA_TAA),no,0.698,no_stress
7,4,yriB(yriA_TAA),no,0.787,no_stress
8,1,yriB(yriA_TAA),no,0.696,no_stress
8,1,yriB(yriA_TAA),no,0.662,no_stress
8,2,yriB(yriA_TAA),no,0.688,no_stress
8,2,yriB(yriA_TAA),no,0.669,no_stress
8,3,yriB(yriA_TAA),no,0.69,no_stress
8,3,yriB(yriA_TAA),no,0.702,no_stress
8,4,yriB(yriA_TAA),no,0.717,no_stress
8,4,yriB(yriA_TAA),no,0.787,no_stress
9,1,yriB(yriA_TAA),no,0.696,no_stress
9,1,yriB(yriA_TAA),no,0.69,no_stress
9,2,yriB(yriA_TAA),no,0.709,no_stress
9,2,yriB(yriA_TAA),no,0.685,no_stress
9,3,yriB(yriA_TAA),no,0.719,no_stress
9,3,yriB(yriA_TAA),no,0.732,no_stress
9,4,yriB(yriA_TAA),no,0.745,no_stress
9,4,yriB(yriA_TAA),no,0.803,no_stress
10,1,yriB(yriA_TAA),no,0.691,no_stress
10,1,yriB(yriA_TAA),no,0.715,no_stress
10,2,yriB(yriA_TAA),no,0.723,no_stress
10,2,yriB(yriA_TAA),no,0.701,no_stress
10,3,yriB(yriA_TAA),no,0.75,no_stress
10,3,yriB(yriA_TAA),no,0.764,no_stress
10,4,yriB(yriA_TAA),no,0.772,no_stress
10,4,yriB(yriA_TAA),no,0.807,no_stress
11,1,yriB(yriA_TAA),no,0.71,no_stress
11,1,yriB(yriA_TAA),no,0.725,no_stress
11,2,yriB(yriA_TAA),no,0.748,no_stress
11,2,yriB(yriA_TAA),no,0.717,no_stress
11,3,yriB(yriA_TAA),no,0.787,no_stress
11,3,yriB(yriA_TAA),no,0.796,no_stress
11,4,yriB(yriA_TAA),no,0.794,no_stress
11,4,yriB(yriA_TAA),no,0.837,no_stress
12,1,yriB(yriA_TAA),no,0.72,no_stress
12,1,yriB(yriA_TAA),no,0.69,no_stress
12,2,yriB(yriA_TAA),no,0.761,no_stress
12,2,yriB(yriA_TAA),no,0.733,no_stress
12,3,yriB(yriA_TAA),no,0.772,no_stress
12,3,yriB(yriA_TAA),no,0.773,no_stress
12,4,yriB(yriA_TAA),no,0.763,no_stress
12,4,yriB(yriA_TAA),no,0.838,no_stress
13,1,yriB(yriA_TAA),no,0.739,no_stress
13,1,yriB(yriA_TAA),no,0.671,no_stress
13,2,yriB(yriA_TAA),no,0.753,no_stress
13,2,yriB(yriA_TAA),no,0.762,no_stress
13,3,yriB(yriA_TAA),no,0.758,no_stress
13,3,yriB(yriA_TAA),no,0.761,no_stress
13,4,yriB(yriA_TAA),no,0.748,no_stress
13,4,yriB(yriA_TAA),no,0.845,no_stress
14,1,yriB(yriA_TAA),no,0.759,no_stress
14,1,yriB(yriA_TAA),no,0.663,no_stress
14,2,yriB(yriA_TAA),no,0.738,no_stress
14,2,yriB(yriA_TAA),no,0.756,no_stress
14,3,yriB(yriA_TAA),no,0.749,no_stress
14,3,yriB(yriA_TAA),no,0.748,no_stress
14,4,yriB(yriA_TAA),no,0.749,no_stress
14,4,yriB(yriA_TAA),no,0.855,no_stress
15,1,yriB(yriA_TAA),no,0.777,no_stress
15,1,yriB(yriA_TAA),no,0.662,no_stress
15,2,yriB(yriA_TAA),no,0.72,no_stress
15,2,yriB(yriA_TAA),no,0.735,no_stress
15,3,yriB(yriA_TAA),no,0.744,no_stress
15,3,yriB(yriA_TAA),no,0.746,no_stress
15,4,yriB(yriA_TAA),no,0.751,no_stress
15,4,yriB(yriA_TAA),no,0.87,no_stress
16,1,yriB(yriA_TAA),no,0.789,no_stress
16,1,yriB(yriA_TAA),no,0.666,no_stress
16,2,yriB(yriA_TAA),no,0.711,no_stress
16,2,yriB(yriA_TAA),no,0.716,no_stress
16,3,yriB(yriA_TAA),no,0.742,no_stress
16,3,yriB(yriA_TAA),no,0.747,no_stress
16,4,yriB(yriA_TAA),no,0.754,no_stress
16,4,yriB(yriA_TAA),no,0.876,no_stress
17,1,yriB(yriA_TAA),no,0.804,no_stress
17,1,yriB(yriA_TAA),no,0.669,no_stress
17,2,yriB(yriA_TAA),no,0.706,no_stress
17,2,yriB(yriA_TAA),no,0.705,no_stress
17,3,yriB(yriA_TAA),no,0.744,no_stress
17,3,yriB(yriA_TAA),no,0.746,no_stress
17,4,yriB(yriA_TAA),no,0.757,no_stress
17,4,yriB(yriA_TAA),no,0.883,no_stress
18,1,yriB(yriA_TAA),no,0.817,no_stress
18,1,yriB(yriA_TAA),no,0.674,no_stress
18,2,yriB(yriA_TAA),no,0.704,no_stress
18,2,yriB(yriA_TAA),no,0.706,no_stress
18,3,yriB(yriA_TAA),no,0.747,no_stress
18,3,yriB(yriA_TAA),no,0.748,no_stress
18,4,yriB(yriA_TAA),no,0.765,no_stress
18,4,yriB(yriA_TAA),no,0.887,no_stress
19,1,yriB(yriA_TAA),no,0.828,no_stress
19,1,yriB(yriA_TAA),no,0.677,no_stress
19,2,yriB(yriA_TAA),no,0.704,no_stress
19,2,yriB(yriA_TAA),no,0.707,no_stress
19,3,yriB(yriA_TAA),no,0.752,no_stress
19,3,yriB(yriA_TAA),no,0.755,no_stress
19,4,yriB(yriA_TAA),no,0.775,no_stress
19,4,yriB(yriA_TAA),no,0.892,no_stress
20,1,yriB(yriA_TAA),no,0.838,no_stress
20,1,yriB(yriA_TAA),no,0.678,no_stress
20,2,yriB(yriA_TAA),no,0.702,no_stress
20,2,yriB(yriA_TAA),no,0.705,no_stress
20,3,yriB(yriA_TAA),no,0.749,no_stress
20,3,yriB(yriA_TAA),no,0.755,no_stress
20,4,yriB(yriA_TAA),no,0.776,no_stress
20,4,yriB(yriA_TAA),no,0.898,no_stress
