hour,replicate,strain,wild_type,OD,stress
14,1,yriB,no,0.417,stress
14,2,yriB,no,0.389,stress
14,3,yriB,no,0.451,stress
14,4,yriB,no,0.454,stress
14,5,yriB,no,0.351,stress
14,6,yriB,no,0.436,stress
14,7,yriB,no,0.441,stress
14,8,yriB,no,0.621,stress
14,1,yriAB,no,0.688,stress
14,2,yriAB,no,0.655,stress
14,3,yriAB,no,0.544,stress
14,4,yriAB,no,0.505,stress
14,5,yriAB,no,0.506,stress
14,6,yriAB,no,0.454,stress
14,7,yriAB,no,0.465,stress
14,8,yriAB,no,0.528,stress
14,1,yriB(yriA_syn_mut),no,0.493,stress
14,2,yriB(yriA_syn_mut),no,0.448,stress
14,3,yriB(yriA_syn_mut),no,0.521,stress
14,4,yriB(yriA_syn_mut),no,0.512,stress
14,5,yriB(yriA_syn_mut),no,0.511,stress
14,6,yriB(yriA_syn_mut),no,0.486,stress
14,7,yriB(yriA_syn_mut),no,0.439,stress
14,8,yriB(yriA_syn_mut),no,0.606,stress
15,1,Empty_vector,yes,0.715,stress
15,2,Empty_vector,yes,0.681,stress
15,3,Empty_vector,yes,0.681,stress
15,4,Empty_vector,yes,0.689,stress
15,5,Empty_vector,yes,0.676,stress
15,6,Empty_vector,yes,0.681,stress
15,7,Empty_vector,yes,0.694,stress
15,8,Empty_vector,yes,0.73,stress
15,1,Empty_vector,no,0.439,stress
15,2,Empty_vector,no,0.396,stress
15,3,Empty_vector,no,0.469,stress
15,4,Empty_vector,no,0.51,stress
15,5,Empty_vector,no,0.508,stress
15,6,Empty_vector,no,0.493,stress
15,7,Empty_vector,no,0.439,stress
15,8,Empty_vector,no,0.494,stress
15,1,yriA,no,0.371,stress
15,2,yriA,no,0.329,stress
15,3,yriA,no,0.348,stress
15,4,yriA,no,0.364,stress
15,5,yriA,no,0.434,stress
15,6,yriA,no,0.445,stress
15,7,yriA,no,0.39,stress
15,8,yriA,no,0.402,stress
15,1,yriB,no,0.417,stress
15,2,yriB,no,0.388,stress
15,3,yriB,no,0.454,stress
15,4,yriB,no,0.457,stress
15,5,yriB,no,0.353,stress
15,6,yriB,no,0.441,stress
15,7,yriB,no,0.44,stress
15,8,yriB,no,0.622,stress
15,1,yriAB,no,0.689,stress
15,2,yriAB,no,0.667,stress
15,3,yriAB,no,0.543,stress
15,4,yriAB,no,0.507,stress
15,5,yriAB,no,0.506,stress
15,6,yriAB,no,0.456,stress
15,7,yriAB,no,0.467,stress
15,8,yriAB,no,0.53,stress
15,1,yriB(yriA_syn_mut),no,0.494,stress
15,2,yriB(yriA_syn_mut),no,0.448,stress
15,3,yriB(yriA_syn_mut),no,0.521,stress
15,4,yriB(yriA_syn_mut),no,0.514,stress
15,5,yriB(yriA_syn_mut),no,0.512,stress
15,6,yriB(yriA_syn_mut),no,0.488,stress
15,7,yriB(yriA_syn_mut),no,0.44,stress
15,8,yriB(yriA_syn_mut),no,0.606,stress
16,1,Empty_vector,yes,0.724,stress
16,2,Empty_vector,yes,0.694,stress
16,3,Empty_vector,yes,0.692,stress
16,4,Empty_vector,yes,0.703,stress
16,5,Empty_vector,yes,0.686,stress
16,6,Empty_vector,yes,0.695,stress
16,7,Empty_vector,yes,0.698,stress
16,8,Empty_vector,yes,0.745,stress
16,1,Empty_vector,no,0.441,stress
16,2,Empty_vector,no,0.398,stress
16,3,Empty_vector,no,0.469,stress
16,4,Empty_vector,no,0.51,stress
16,5,Empty_vector,no,0.507,stress
16,6,Empty_vector,no,0.494,stress
16,7,Empty_vector,no,0.444,stress
16,8,Empty_vector,no,0.496,stress
16,1,yriA,no,0.371,stress
16,2,yriA,no,0.327,stress
16,3,yriA,no,0.346,stress
16,4,yriA,no,0.363,stress
16,5,yriA,no,0.433,stress
16,6,yriA,no,0.446,stress
16,7,yriA,no,0.394,stress
16,8,yriA,no,0.404,stress
16,1,yriB,no,0.418,stress
16,2,yriB,no,0.389,stress
16,3,yriB,no,0.456,stress
16,4,yriB,no,0.462,stress
16,5,yriB,no,0.355,stress
16,6,yriB,no,0.449,stress
16,7,yriB,no,0.441,stress
16,8,yriB,no,0.623,stress
16,1,yriAB,no,0.687,stress
16,2,yriAB,no,0.683,stress
16,3,yriAB,no,0.54,stress
16,4,yriAB,no,0.507,stress
16,5,yriAB,no,0.504,stress
16,6,yriAB,no,0.455,stress
16,7,yriAB,no,0.471,stress
16,8,yriAB,no,0.529,stress
16,1,yriB(yriA_syn_mut),no,0.489,stress
16,2,yriB(yriA_syn_mut),no,0.449,stress
16,3,yriB(yriA_syn_mut),no,0.523,stress
16,4,yriB(yriA_syn_mut),no,0.517,stress
16,5,yriB(yriA_syn_mut),no,0.513,stress
16,6,yriB(yriA_syn_mut),no,0.497,stress
16,7,yriB(yriA_syn_mut),no,0.441,stress
16,8,yriB(yriA_syn_mut),no,0.605,stress
17,1,Empty_vector,yes,0.715,stress
17,2,Empty_vector,yes,0.69,stress
17,3,Empty_vector,yes,0.695,stress
17,4,Empty_vector,yes,0.705,stress
17,5,Empty_vector,yes,0.695,stress
17,6,Empty_vector,yes,0.698,stress
17,7,Empty_vector,yes,0.689,stress
17,8,Empty_vector,yes,0.739,stress
17,1,Empty_vector,no,0.446,stress
17,2,Empty_vector,no,0.401,stress
17,3,Empty_vector,no,0.47,stress
17,4,Empty_vector,no,0.512,stress
17,5,Empty_vector,no,0.506,stress
17,6,Empty_vector,no,0.497,stress
17,7,Empty_vector,no,0.449,stress
17,8,Empty_vector,no,0.498,stress
17,1,yriA,no,0.372,stress
17,2,yriA,no,0.325,stress
17,3,yriA,no,0.345,stress
17,4,yriA,no,0.362,stress
17,5,yriA,no,0.434,stress
17,6,yriA,no,0.448,stress
17,7,yriA,no,0.394,stress
17,8,yriA,no,0.405,stress
17,1,yriB,no,0.418,stress
17,2,yriB,no,0.387,stress
17,3,yriB,no,0.457,stress
17,4,yriB,no,0.467,stress
17,5,yriB,no,0.358,stress
17,6,yriB,no,0.462,stress
17,7,yriB,no,0.442,stress
17,8,yriB,no,0.622,stress
17,1,yriAB,no,0.67,stress
17,2,yriAB,no,0.69,stress
17,3,yriAB,no,0.538,stress
17,4,yriAB,no,0.499,stress
17,5,yriAB,no,0.505,stress
17,6,yriAB,no,0.459,stress
17,7,yriAB,no,0.475,stress
17,8,yriAB,no,0.53,stress
17,1,yriB(yriA_syn_mut),no,0.488,stress
17,2,yriB(yriA_syn_mut),no,0.447,stress
17,3,yriB(yriA_syn_mut),no,0.523,stress
17,4,yriB(yriA_syn_mut),no,0.518,stress
17,5,yriB(yriA_syn_mut),no,0.513,stress
17,6,yriB(yriA_syn_mut),no,0.501,stress
17,7,yriB(yriA_syn_mut),no,0.444,stress
17,8,yriB(yriA_syn_mut),no,0.605,stress
18,1,Empty_vector,yes,0.705,stress
18,2,Empty_vector,yes,0.674,stress
18,3,Empty_vector,yes,0.693,stress
18,4,Empty_vector,yes,0.702,stress
18,5,Empty_vector,yes,0.691,stress
18,6,Empty_vector,yes,0.69,stress
18,7,Empty_vector,yes,0.686,stress
18,8,Empty_vector,yes,0.754,stress
18,1,Empty_vector,no,0.448,stress
18,2,Empty_vector,no,0.402,stress
18,3,Empty_vector,no,0.471,stress
18,4,Empty_vector,no,0.513,stress
18,5,Empty_vector,no,0.507,stress
18,6,Empty_vector,no,0.5,stress
18,7,Empty_vector,no,0.455,stress
18,8,Empty_vector,no,0.498,stress
18,1,yriA,no,0.371,stress
18,2,yriA,no,0.324,stress
18,3,yriA,no,0.344,stress
18,4,yriA,no,0.361,stress
18,5,yriA,no,0.434,stress
18,6,yriA,no,0.448,stress
18,7,yriA,no,0.394,stress
18,8,yriA,no,0.406,stress
18,1,yriB,no,0.416,stress
18,2,yriB,no,0.385,stress
18,3,yriB,no,0.457,stress
18,4,yriB,no,0.465,stress
18,5,yriB,no,0.362,stress
18,6,yriB,no,0.467,stress
18,7,yriB,no,0.443,stress
18,8,yriB,no,0.623,stress
18,1,yriAB,no,0.652,stress
18,2,yriAB,no,0.665,stress
18,3,yriAB,no,0.536,stress
18,4,yriAB,no,0.49,stress
18,5,yriAB,no,0.505,stress
18,6,yriAB,no,0.466,stress
18,7,yriAB,no,0.482,stress
18,8,yriAB,no,0.53,stress
18,1,yriB(yriA_syn_mut),no,0.489,stress
18,2,yriB(yriA_syn_mut),no,0.445,stress
18,3,yriB(yriA_syn_mut),no,0.526,stress
18,4,yriB(yriA_syn_mut),no,0.516,stress
18,5,yriB(yriA_syn_mut),no,0.512,stress
18,6,yriB(yriA_syn_mut),no,0.507,stress
18,7,yriB(yriA_syn_mut),no,0.445,stress
18,8,yriB(yriA_syn_mut),no,0.604,stress
19,1,Empty_vector,yes,0.7,stress
19,2,Empty_vector,yes,0.682,stress
19,3,Empty_vector,yes,0.703,stress
19,4,Empty_vector,yes,0.707,stress
19,5,Empty_vector,yes,0.695,stress
19,6,Empty_vector,yes,0.692,stress
19,7,Empty_vector,yes,0.702,stress
19,8,Empty_vector,yes,0.783,stress
19,1,Empty_vector,no,0.45,stress
19,2,Empty_vector,no,0.406,stress
19,3,Empty_vector,no,0.47,stress
19,4,Empty_vector,no,0.512,stress
19,5,Empty_vector,no,0.507,stress
19,6,Empty_vector,no,0.501,stress
19,7,Empty_vector,no,0.464,stress
19,8,Empty_vector,no,0.501,stress
19,1,yriA,no,0.368,stress
19,2,yriA,no,0.323,stress
19,3,yriA,no,0.344,stress
19,4,yriA,no,0.36,stress
19,5,yriA,no,0.436,stress
19,6,yriA,no,0.45,stress
19,7,yriA,no,0.388,stress
19,8,yriA,no,0.407,stress
19,1,yriB,no,0.412,stress
19,2,yriB,no,0.384,stress
19,3,yriB,no,0.458,stress
19,4,yriB,no,0.47,stress
19,5,yriB,no,0.369,stress
19,6,yriB,no,0.467,stress
19,7,yriB,no,0.446,stress
19,8,yriB,no,0.622,stress
19,1,yriAB,no,0.644,stress
19,2,yriAB,no,0.68,stress
19,3,yriAB,no,0.531,stress
19,4,yriAB,no,0.482,stress
19,5,yriAB,no,0.507,stress
19,6,yriAB,no,0.47,stress
19,7,yriAB,no,0.492,stress
19,8,yriAB,no,0.529,stress
19,1,yriB(yriA_syn_mut),no,0.489,stress
19,2,yriB(yriA_syn_mut),no,0.445,stress
19,3,yriB(yriA_syn_mut),no,0.531,stress
19,4,yriB(yriA_syn_mut),no,0.518,stress
19,5,yriB(yriA_syn_mut),no,0.512,stress
19,6,yriB(yriA_syn_mut),no,0.509,stress
19,7,yriB(yriA_syn_mut),no,0.453,stress
19,8,yriB(yriA_syn_mut),no,0.601,stress
20,1,Empty_vector,yes,0.687,stress
20,2,Empty_vector,yes,0.67,stress
20,3,Empty_vector,yes,0.681,stress
20,4,Empty_vector,yes,0.695,stress
20,5,Empty_vector,yes,0.688,stress
20,6,Empty_vector,yes,0.689,stress
20,7,Empty_vector,yes,0.702,stress
20,8,Empty_vector,yes,0.776,stress
20,1,Empty_vector,no,0.452,stress
20,2,Empty_vector,no,0.409,stress
20,3,Empty_vector,no,0.473,stress
20,4,Empty_vector,no,0.514,stress
20,5,Empty_vector,no,0.506,stress
20,6,Empty_vector,no,0.506,stress
20,7,Empty_vector,no,0.473,stress
20,8,Empty_vector,no,0.503,stress
20,1,yriA,no,0.365,stress
20,2,yriA,no,0.323,stress
20,3,yriA,no,0.344,stress
20,4,yriA,no,0.36,stress
20,5,yriA,no,0.436,stress
20,6,yriA,no,0.448,stress
20,7,yriA,no,0.374,stress
20,8,yriA,no,0.403,stress
20,1,yriB,no,0.421,stress
20,2,yriB,no,0.385,stress
20,3,yriB,no,0.462,stress
20,4,yriB,no,0.473,stress
20,5,yriB,no,0.372,stress
20,6,yriB,no,0.465,stress
20,7,yriB,no,0.454,stress
20,8,yriB,no,0.625,stress
20,1,yriAB,no,0.631,stress
20,2,yriAB,no,0.668,stress
20,3,yriAB,no,0.528,stress
20,4,yriAB,no,0.472,stress
20,5,yriAB,no,0.507,stress
20,6,yriAB,no,0.478,stress
20,7,yriAB,no,0.503,stress
20,8,yriAB,no,0.532,stress
20,1,yriB(yriA_syn_mut),no,0.497,stress
20,2,yriB(yriA_syn_mut),no,0.447,stress
20,3,yriB(yriA_syn_mut),no,0.538,stress
20,4,yriB(yriA_syn_mut),no,0.521,stress
20,5,yriB(yriA_syn_mut),no,0.518,stress
20,6,yriB(yriA_syn_mut),no,0.51,stress
20,7,yriB(yriA_syn_mut),no,0.458,stress
20,8,yriB(yriA_syn_mut),no,0.6,stress
0,1,Empty_vector,no,0.134,no_stress
0,1,Empty_vector,no,0.126,no_stress
0,2,Empty_vector,no,0.126,no_stress
0,2,Empty_vector,no,0.124,no_stress
0,3,Empty_vector,no,0.127,no_stress
0,3,Empty_vector,no,0.125,no_stress
0,4,Empty_vector,no,0.128,no_stress
0,4,Empty_vector,no,0.133,no_stress
0,1,yriAB,no,0.136,no_stress
0,1,yriAB,no,0.13,no_stress
0,2,yriAB,no,0.123,no_stress
0,2,yriAB,no,0.122,no_stress
0,3,yriAB,no,0.124,no_stress
0,3,yriAB,no,0.124,no_stress
0,4,yriAB,no,0.121,no_stress
0,4,yriAB,no,0.124,no_stress
0,1,yriB(yriA_syn_mut),no,0.13,no_stress
0,1,yriB(yriA_syn_mut),no,0.128,no_stress
0,2,yriB(yriA_syn_mut),no,0.131,no_stress
0,2,yriB(yriA_syn_mut),no,0.128,no_stress
0,3,yriB(yriA_syn_mut),no,0.143,no_stress
0,3,yriB(yriA_syn_mut),no,0.141,no_stress
0,4,yriB(yriA_syn_mut),no,0.141,no_stress
0,4,yriB(yriA_syn_mut),no,0.144,no_stress
1,1,Empty_vector,no,0.164,no_stress
1,1,Empty_vector,no,0.151,no_stress
1,2,Empty_vector,no,0.15,no_stress
1,2,Empty_vector,no,0.143,no_stress
1,3,Empty_vector,no,0.149,no_stress
1,3,Empty_vector,no,0.147,no_stress
1,4,Empty_vector,no,0.15,no_stress
1,4,Empty_vector,no,0.161,no_stress
1,1,yriAB,no,0.158,no_stress
1,1,yriAB,no,0.148,no_stress
1,2,yriAB,no,0.146,no_stress
1,2,yriAB,no,0.143,no_stress
1,3,yriAB,no,0.148,no_stress
1,3,yriAB,no,0.142,no_stress
1,4,yriAB,no,0.144,no_stress
1,4,yriAB,no,0.144,no_stress
1,1,yriB(yriA_syn_mut),no,0.155,no_stress
1,1,yriB(yriA_syn_mut),no,0.151,no_stress
1,2,yriB(yriA_syn_mut),no,0.158,no_stress
1,2,yriB(yriA_syn_mut),no,0.146,no_stress
1,3,yriB(yriA_syn_mut),no,0.178,no_stress
1,3,yriB(yriA_syn_mut),no,0.178,no_stress
1,4,yriB(yriA_syn_mut),no,0.18,no_stress
1,4,yriB(yriA_syn_mut),no,0.181,no_stress
2,1,Empty_vector,no,0.223,no_stress
2,1,Empty_vector,no,0.214,no_stress
2,2,Empty_vector,no,0.217,no_stress
2,2,Empty_vector,no,0.203,no_stress
2,3,Empty_vector,no,0.219,no_stress
2,3,Empty_vector,no,0.212,no_stress
2,4,Empty_vector,no,0.216,no_stress
2,4,Empty_vector,no,0.228,no_stress
2,1,yriAB,no,0.194,no_stress
2,1,yriAB,no,0.18,no_stress
2,2,yriAB,no,0.197,no_stress
2,2,yriAB,no,0.195,no_stress
2,3,yriAB,no,0.197,no_stress
2,3,yriAB,no,0.19,no_stress
2,4,yriAB,no,0.188,no_stress
2,4,yriAB,no,0.201,no_stress
2,1,yriB(yriA_syn_mut),no,0.191,no_stress
2,1,yriB(yriA_syn_mut),no,0.18,no_stress
2,2,yriB(yriA_syn_mut),no,0.191,no_stress
2,2,yriB(yriA_syn_mut),no,0.172,no_stress
2,3,yriB(yriA_syn_mut),no,0.23,no_stress
2,3,yriB(yriA_syn_mut),no,0.229,no_stress
2,4,yriB(yriA_syn_mut),no,0.225,no_stress
2,4,yriB(yriA_syn_mut),no,0.241,no_stress
3,1,Empty_vector,no,0.309,no_stress
3,1,Empty_vector,no,0.334,no_stress
3,2,Empty_vector,no,0.34,no_stress
3,2,Empty_vector,no,0.312,no_stress
3,3,Empty_vector,no,0.348,no_stress
3,3,Empty_vector,no,0.326,no_stress
3,4,Empty_vector,no,0.317,no_stress
3,4,Empty_vector,no,0.343,no_stress
3,1,yriAB,no,0.267,no_stress
3,1,yriAB,no,0.242,no_stress
3,2,yriAB,no,0.316,no_stress
3,2,yriAB,no,0.287,no_stress
3,3,yriAB,no,0.291,no_stress
3,3,yriAB,no,0.282,no_stress
3,4,yriAB,no,0.28,no_stress
3,4,yriAB,no,0.289,no_stress
3,1,yriB(yriA_syn_mut),no,0.231,no_stress
3,1,yriB(yriA_syn_mut),no,0.218,no_stress
3,2,yriB(yriA_syn_mut),no,0.233,no_stress
3,2,yriB(yriA_syn_mut),no,0.204,no_stress
3,3,yriB(yriA_syn_mut),no,0.293,no_stress
3,3,yriB(yriA_syn_mut),no,0.292,no_stress
3,4,yriB(yriA_syn_mut),no,0.286,no_stress
3,4,yriB(yriA_syn_mut),no,0.322,no_stress
4,1,Empty_vector,no,0.436,no_stress
4,1,Empty_vector,no,0.445,no_stress
4,2,Empty_vector,no,0.497,no_stress
4,2,Empty_vector,no,0.471,no_stress
4,3,Empty_vector,no,0.508,no_stress
4,3,Empty_vector,no,0.486,no_stress
4,4,Empty_vector,no,0.473,no_stress
4,4,Empty_vector,no,0.511,no_stress
4,1,yriAB,no,0.382,no_stress
4,1,yriAB,no,0.355,no_stress
4,2,yriAB,no,0.489,no_stress
4,2,yriAB,no,0.429,no_stress
4,3,yriAB,no,0.458,no_stress
4,3,yriAB,no,0.427,no_stress
4,4,yriAB,no,0.409,no_stress
4,4,yriAB,no,0.428,no_stress
4,1,yriB(yriA_syn_mut),no,0.326,no_stress
4,1,yriB(yriA_syn_mut),no,0.307,no_stress
4,2,yriB(yriA_syn_mut),no,0.323,no_stress
4,2,yriB(yriA_syn_mut),no,0.278,no_stress
4,3,yriB(yriA_syn_mut),no,0.392,no_stress
4,3,yriB(yriA_syn_mut),no,0.397,no_stress
4,4,yriB(yriA_syn_mut),no,0.391,no_stress
4,4,yriB(yriA_syn_mut),no,0.422,no_stress
5,1,Empty_vector,no,0.539,no_stress
5,1,Empty_vector,no,0.553,no_stress
5,2,Empty_vector,no,0.593,no_stress
5,2,Empty_vector,no,0.61,no_stress
5,3,Empty_vector,no,0.618,no_stress
5,3,Empty_vector,no,0.614,no_stress
5,4,Empty_vector,no,0.593,no_stress
5,4,Empty_vector,no,0.621,no_stress
5,1,yriAB,no,0.495,no_stress
5,1,yriAB,no,0.474,no_stress
5,2,yriAB,no,0.615,no_stress
5,2,yriAB,no,0.566,no_stress
5,3,yriAB,no,0.595,no_stress
5,3,yriAB,no,0.573,no_stress
5,4,yriAB,no,0.561,no_stress
5,4,yriAB,no,0.583,no_stress
5,1,yriB(yriA_syn_mut),no,0.435,no_stress
5,1,yriB(yriA_syn_mut),no,0.418,no_stress
5,2,yriB(yriA_syn_mut),no,0.453,no_stress
5,2,yriB(yriA_syn_mut),no,0.377,no_stress
5,3,yriB(yriA_syn_mut),no,0.524,no_stress
5,3,yriB(yriA_syn_mut),no,0.525,no_stress
5,4,yriB(yriA_syn_mut),no,0.581,no_stress
5,4,yriB(yriA_syn_mut),no,0.61,no_stress
6,1,Empty_vector,no,0.541,no_stress
6,1,Empty_vector,no,0.572,no_stress
6,2,Empty_vector,no,0.605,no_stress
6,2,Empty_vector,no,0.616,no_stress
6,3,Empty_vector,no,0.63,no_stress
6,3,Empty_vector,no,0.634,no_stress
6,4,Empty_vector,no,0.606,no_stress
6,4,Empty_vector,no,0.634,no_stress
6,1,yriAB,no,0.654,no_stress
6,1,yriAB,no,0.665,no_stress
6,2,yriAB,no,0.628,no_stress
6,2,yriAB,no,0.611,no_stress
6,3,yriAB,no,0.607,no_stress
6,3,yriAB,no,0.587,no_stress
6,4,yriAB,no,0.58,no_stress
6,4,yriAB,no,0.688,no_stress
6,1,yriB(yriA_syn_mut),no,0.628,no_stress
6,1,yriB(yriA_syn_mut),no,0.617,no_stress
6,2,yriB(yriA_syn_mut),no,0.655,no_stress
6,2,yriB(yriA_syn_mut),no,0.594,no_stress
6,3,yriB(yriA_syn_mut),no,0.622,no_stress
6,3,yriB(yriA_syn_mut),no,0.626,no_stress
6,4,yriB(yriA_syn_mut),no,0.699,no_stress
6,4,yriB(yriA_syn_mut),no,0.767,no_stress
7,1,Empty_vector,no,0.548,no_stress
7,1,Empty_vector,no,0.585,no_stress
7,2,Empty_vector,no,0.616,no_stress
7,2,Empty_vector,no,0.628,no_stress
7,3,Empty_vector,no,0.641,no_stress
7,3,Empty_vector,no,0.65,no_stress
7,4,Empty_vector,no,0.622,no_stress
7,4,Empty_vector,no,0.65,no_stress
7,1,yriAB,no,0.697,no_stress
7,1,yriAB,no,0.694,no_stress
7,2,yriAB,no,0.644,no_stress
7,2,yriAB,no,0.626,no_stress
7,3,yriAB,no,0.622,no_stress
7,3,yriAB,no,0.603,no_stress
7,4,yriAB,no,0.594,no_stress
7,4,yriAB,no,0.712,no_stress
7,1,yriB(yriA_syn_mut),no,0.695,no_stress
7,1,yriB(yriA_syn_mut),no,0.659,no_stress
7,2,yriB(yriA_syn_mut),no,0.683,no_stress
7,2,yriB(yriA_syn_mut),no,0.668,no_stress
7,3,yriB(yriA_syn_mut),no,0.668,no_stress
7,3,yriB(yriA_syn_mut),no,0.686,no_stress
7,4,yriB(yriA_syn_mut),no,0.698,no_stress
7,4,yriB(yriA_syn_mut),no,0.787,no_stress
8,1,Empty_vector,no,0.555,no_stress
8,1,Empty_vector,no,0.595,no_stress
8,2,Empty_vector,no,0.623,no_stress
8,2,Empty_vector,no,0.638,no_stress
8,3,Empty_vector,no,0.648,no_stress
8,3,Empty_vector,no,0.661,no_stress
8,4,Empty_vector,no,0.638,no_stress
8,4,Empty_vector,no,0.663,no_stress
8,1,yriAB,no,0.707,no_stress
8,1,yriAB,no,0.701,no_stress
8,2,yriAB,no,0.653,no_stress
8,2,yriAB,no,0.64,no_stress
8,3,yriAB,no,0.636,no_stress
8,3,yriAB,no,0.617,no_stress
8,4,yriAB,no,0.604,no_stress
8,4,yriAB,no,0.73,no_stress
8,1,yriB(yriA_syn_mut),no,0.696,no_stress
8,1,yriB(yriA_syn_mut),no,0.662,no_stress
8,2,yriB(yriA_syn_mut),no,0.688,no_stress
8,2,yriB(yriA_syn_mut),no,0.669,no_stress
8,3,yriB(yriA_syn_mut),no,0.69,no_stress
8,3,yriB(yriA_syn_mut),no,0.702,no_stress
8,4,yriB(yriA_syn_mut),no,0.717,no_stress
8,4,yriB(yriA_syn_mut),no,0.787,no_stress
9,1,Empty_vector,no,0.562,no_stress
9,1,Empty_vector,no,0.601,no_stress
9,2,Empty_vector,no,0.63,no_stress
9,2,Empty_vector,no,0.647,no_stress
9,3,Empty_vector,no,0.655,no_stress
9,3,Empty_vector,no,0.672,no_stress
9,4,Empty_vector,no,0.653,no_stress
9,4,Empty_vector,no,0.68,no_stress
9,1,yriAB,no,0.73,no_stress
9,1,yriAB,no,0.718,no_stress
9,2,yriAB,no,0.663,no_stress
9,2,yriAB,no,0.647,no_stress
9,3,yriAB,no,0.644,no_stress
9,3,yriAB,no,0.622,no_stress
9,4,yriAB,no,0.622,no_stress
9,4,yriAB,no,0.755,no_stress
9,1,yriB(yriA_syn_mut),no,0.696,no_stress
9,1,yriB(yriA_syn_mut),no,0.69,no_stress
9,2,yriB(yriA_syn_mut),no,0.709,no_stress
9,2,yriB(yriA_syn_mut),no,0.685,no_stress
9,3,yriB(yriA_syn_mut),no,0.719,no_stress
9,3,yriB(yriA_syn_mut),no,0.732,no_stress
9,4,yriB(yriA_syn_mut),no,0.745,no_stress
9,4,yriB(yriA_syn_mut),no,0.803,no_stress
10,1,Empty_vector,no,0.572,no_stress
10,1,Empty_vector,no,0.608,no_stress
10,2,Empty_vector,no,0.635,no_stress
10,2,Empty_vector,no,0.653,no_stress
10,3,Empty_vector,no,0.664,no_stress
10,3,Empty_vector,no,0.681,no_stress
10,4,Empty_vector,no,0.667,no_stress
10,4,Empty_vector,no,0.696,no_stress
10,1,yriAB,no,0.755,no_stress
10,1,yriAB,no,0.731,no_stress
10,2,yriAB,no,0.668,no_stress
10,2,yriAB,no,0.652,no_stress
10,3,yriAB,no,0.648,no_stress
10,3,yriAB,no,0.631,no_stress
10,4,yriAB,no,0.635,no_stress
10,4,yriAB,no,0.77,no_stress
10,1,yriB(yriA_syn_mut),no,0.691,no_stress
10,1,yriB(yriA_syn_mut),no,0.715,no_stress
10,2,yriB(yriA_syn_mut),no,0.723,no_stress
10,2,yriB(yriA_syn_mut),no,0.701,no_stress
10,3,yriB(yriA_syn_mut),no,0.75,no_stress
10,3,yriB(yriA_syn_mut),no,0.764,no_stress
10,4,yriB(yriA_syn_mut),no,0.772,no_stress
10,4,yriB(yriA_syn_mut),no,0.807,no_stress
11,1,Empty_vector,no,0.578,no_stress
11,1,Empty_vector,no,0.618,no_stress
11,2,Empty_vector,no,0.64,no_stress
11,2,Empty_vector,no,0.659,no_stress
11,3,Empty_vector,no,0.674,no_stress
11,3,Empty_vector,no,0.695,no_stress
11,4,Empty_vector,no,0.684,no_stress
11,4,Empty_vector,no,0.706,no_stress
11,1,yriAB,no,0.777,no_stress
11,1,yriAB,no,0.752,no_stress
11,2,yriAB,no,0.674,no_stress
11,2,yriAB,no,0.658,no_stress
11,3,yriAB,no,0.655,no_stress
11,3,yriAB,no,0.642,no_stress
11,4,yriAB,no,0.648,no_stress
11,4,yriAB,no,0.781,no_stress
11,1,yriB(yriA_syn_mut),no,0.71,no_stress
11,1,yriB(yriA_syn_mut),no,0.725,no_stress
11,2,yriB(yriA_syn_mut),no,0.748,no_stress
11,2,yriB(yriA_syn_mut),no,0.717,no_stress
11,3,yriB(yriA_syn_mut),no,0.787,no_stress
11,3,yriB(yriA_syn_mut),no,0.796,no_stress
11,4,yriB(yriA_syn_mut),no,0.794,no_stress
11,4,yriB(yriA_syn_mut),no,0.837,no_stress
12,1,Empty_vector,no,0.584,no_stress
12,1,Empty_vector,no,0.623,no_stress
12,2,Empty_vector,no,0.647,no_stress
12,2,Empty_vector,no,0.665,no_stress
12,3,Empty_vector,no,0.681,no_stress
12,3,Empty_vector,no,0.701,no_stress
12,4,Empty_vector,no,0.693,no_stress
12,4,Empty_vector,no,0.715,no_stress
12,1,yriAB,no,0.757,no_stress
12,1,yriAB,no,0.765,no_stress
12,2,yriAB,no,0.678,no_stress
12,2,yriAB,no,0.66,no_stress
12,3,yriAB,no,0.659,no_stress
12,3,yriAB,no,0.645,no_stress
12,4,yriAB,no,0.653,no_stress
12,4,yriAB,no,0.788,no_stress
12,1,yriB(yriA_syn_mut),no,0.72,no_stress
12,1,yriB(yriA_syn_mut),no,0.69,no_stress
12,2,yriB(yriA_syn_mut),no,0.761,no_stress
12,2,yriB(yriA_syn_mut),no,0.733,no_stress
12,3,yriB(yriA_syn_mut),no,0.772,no_stress
12,3,yriB(yriA_syn_mut),no,0.773,no_stress
12,4,yriB(yriA_syn_mut),no,0.763,no_stress
12,4,yriB(yriA_syn_mut),no,0.838,no_stress
13,1,Empty_vector,no,0.589,no_stress
13,1,Empty_vector,no,0.627,no_stress
13,2,Empty_vector,no,0.65,no_stress
13,2,Empty_vector,no,0.669,no_stress
13,3,Empty_vector,no,0.686,no_stress
13,3,Empty_vector,no,0.713,no_stress
13,4,Empty_vector,no,0.701,no_stress
13,4,Empty_vector,no,0.725,no_stress
13,1,yriAB,no,0.708,no_stress
13,1,yriAB,no,0.793,no_stress
13,2,yriAB,no,0.68,no_stress
13,2,yriAB,no,0.664,no_stress
13,3,yriAB,no,0.658,no_stress
13,3,yriAB,no,0.648,no_stress
13,4,yriAB,no,0.661,no_stress
13,4,yriAB,no,0.79,no_stress
