time,replicate,strain,OD,Empty_vector,stress
14,1,YriB,0.401,Yes,no_mg
14,2,YriB,0.496,Yes,no_mg
14,3,YriB,0.57,Yes,no_mg
14,4,YriB,0.573,Yes,no_mg
14,1,YriB,1.239,Yes,10mM_mg
14,2,YriB,1.243,Yes,10mM_mg
14,3,YriB,1.268,Yes,10mM_mg
14,4,YriB,1.306,Yes,10mM_mg
14,1,YmiA,0.401,Yes,no_mg
14,2,YmiA,0.496,Yes,no_mg
14,3,YmiA,0.57,Yes,no_mg
14,4,YmiA,0.573,Yes,no_mg
14,1,YmiA,1.239,Yes,10mM_mg
14,2,YmiA,1.243,Yes,10mM_mg
14,3,YmiA,1.268,Yes,10mM_mg
14,4,YmiA,1.306,Yes,10mM_mg
14,1,MgtT,0.401,Yes,no_mg
14,2,MgtT,0.496,Yes,no_mg
14,3,MgtT,0.57,Yes,no_mg
14,4,MgtT,0.573,Yes,no_mg
14,1,MgtT,1.239,Yes,10mM_mg
14,2,MgtT,1.243,Yes,10mM_mg
14,3,MgtT,1.268,Yes,10mM_mg
14,4,MgtT,1.306,Yes,10mM_mg
14,1,YmiC,0.401,Yes,no_mg
14,2,YmiC,0.496,Yes,no_mg
14,3,YmiC,0.57,Yes,no_mg
14,4,YmiC,0.573,Yes,no_mg
14,1,YmiC,1.239,Yes,10mM_mg
14,2,YmiC,1.243,Yes,10mM_mg
14,3,YmiC,1.268,Yes,10mM_mg
14,4,YmiC,1.306,Yes,10mM_mg
15,1,PmrR,0.337,No,no_mg
15,2,PmrR,0.198,No,no_mg
15,3,PmrR,0.099,No,no_mg
15,4,PmrR,0.273,No,no_mg
15,1,PmrR,0.448,No,10mM_mg
15,2,PmrR,0.383,No,10mM_mg
15,3,PmrR,0.559,No,10mM_mg
15,4,PmrR,0.298,No,10mM_mg
15,1,YdgU,0.656,No,no_mg
15,2,YdgU,0.471,No,no_mg
15,3,YdgU,0.684,No,no_mg
15,4,YdgU,0.553,No,no_mg
15,1,YdgU,1.075,No,10mM_mg
15,2,YdgU,1.096,No,10mM_mg
15,3,YdgU,1.113,No,10mM_mg
15,4,YdgU,1.127,No,10mM_mg
15,1,YoaI,0.313,No,no_mg
15,2,YoaI,0.277,No,no_mg
15,3,YoaI,0.316,No,no_mg
15,4,YoaI,0.313,No,no_mg
15,1,YoaI,0.606,No,10mM_mg
15,2,YoaI,0.524,No,10mM_mg
15,3,YoaI,0.653,No,10mM_mg
15,4,YoaI,0.622,No,10mM_mg
15,1,YadX,0.532,No,no_mg
15,2,YadX,0.538,No,no_mg
15,3,YadX,0.579,No,no_mg
15,4,YadX,0.544,No,no_mg
15,1,YadX,1.25,No,10mM_mg
15,2,YadX,1.25,No,10mM_mg
15,3,YadX,1.292,No,10mM_mg
15,4,YadX,1.326,No,10mM_mg
15,1,YriB,0.494,No,no_mg
15,2,YriB,0.502,No,no_mg
15,3,YriB,0.543,No,no_mg
15,4,YriB,0.529,No,no_mg
15,1,YriB,1.262,No,10mM_mg
15,2,YriB,1.278,No,10mM_mg
15,3,YriB,1.303,No,10mM_mg
15,4,YriB,1.348,No,10mM_mg
15,1,YmiA,0.338,No,no_mg
15,2,YmiA,0.336,No,no_mg
15,3,YmiA,0.37,No,no_mg
15,4,YmiA,0.341,No,no_mg
15,1,YmiA,0.504,No,10mM_mg
15,2,YmiA,0.55,No,10mM_mg
15,3,YmiA,0.597,No,10mM_mg
15,4,YmiA,0.654,No,10mM_mg
15,1,MgtT,0.442,No,no_mg
15,2,MgtT,0.48,No,no_mg
15,3,MgtT,0.442,No,no_mg
15,4,MgtT,0.43,No,no_mg
15,1,MgtT,1.204,No,10mM_mg
15,2,MgtT,1.24,No,10mM_mg
15,3,MgtT,1.226,No,10mM_mg
15,4,MgtT,1.295,No,10mM_mg
15,1,YmiC,0.528,No,no_mg
15,2,YmiC,0.586,No,no_mg
15,3,YmiC,0.605,No,no_mg
15,4,YmiC,0.615,No,no_mg
15,1,YmiC,1.178,No,10mM_mg
15,2,YmiC,1.104,No,10mM_mg
15,3,YmiC,1.211,No,10mM_mg
15,4,YmiC,1.23,No,10mM_mg
15,1,PmrR,0.397,Yes,no_mg
15,2,PmrR,0.488,Yes,no_mg
15,3,PmrR,0.585,Yes,no_mg
15,4,PmrR,0.586,Yes,no_mg
15,1,PmrR,1.248,Yes,10mM_mg
15,2,PmrR,1.265,Yes,10mM_mg
15,3,PmrR,1.286,Yes,10mM_mg
15,4,PmrR,1.327,Yes,10mM_mg
15,1,YdgU,0.397,Yes,no_mg
15,2,YdgU,0.488,Yes,no_mg
15,3,YdgU,0.585,Yes,no_mg
15,4,YdgU,0.586,Yes,no_mg
15,1,YdgU,1.248,Yes,10mM_mg
15,2,YdgU,1.265,Yes,10mM_mg
15,3,YdgU,1.286,Yes,10mM_mg
15,4,YdgU,1.327,Yes,10mM_mg
15,1,YoaI,0.397,Yes,no_mg
15,2,YoaI,0.488,Yes,no_mg
15,3,YoaI,0.585,Yes,no_mg
15,4,YoaI,0.586,Yes,no_mg
15,1,YoaI,1.248,Yes,10mM_mg
15,2,YoaI,1.265,Yes,10mM_mg
15,3,YoaI,1.286,Yes,10mM_mg
15,4,YoaI,1.327,Yes,10mM_mg
15,1,YadX,0.397,Yes,no_mg
15,2,YadX,0.488,Yes,no_mg
15,3,YadX,0.585,Yes,no_mg
15,4,YadX,0.586,Yes,no_mg
15,1,YadX,1.248,Yes,10mM_mg
15,2,YadX,1.265,Yes,10mM_mg
15,3,YadX,1.286,Yes,10mM_mg
15,4,YadX,1.327,Yes,10mM_mg
15,1,YriB,0.397,Yes,no_mg
15,2,YriB,0.488,Yes,no_mg
15,3,YriB,0.585,Yes,no_mg
15,4,YriB,0.586,Yes,no_mg
15,1,YriB,1.248,Yes,10mM_mg
15,2,YriB,1.265,Yes,10mM_mg
15,3,YriB,1.286,Yes,10mM_mg
15,4,YriB,1.327,Yes,10mM_mg
15,1,YmiA,0.397,Yes,no_mg
15,2,YmiA,0.488,Yes,no_mg
15,3,YmiA,0.585,Yes,no_mg
15,4,YmiA,0.586,Yes,no_mg
15,1,YmiA,1.248,Yes,10mM_mg
15,2,YmiA,1.265,Yes,10mM_mg
15,3,YmiA,1.286,Yes,10mM_mg
15,4,YmiA,1.327,Yes,10mM_mg
15,1,MgtT,0.397,Yes,no_mg
15,2,MgtT,0.488,Yes,no_mg
15,3,MgtT,0.585,Yes,no_mg
15,4,MgtT,0.586,Yes,no_mg
15,1,MgtT,1.248,Yes,10mM_mg
15,2,MgtT,1.265,Yes,10mM_mg
15,3,MgtT,1.286,Yes,10mM_mg
15,4,MgtT,1.327,Yes,10mM_mg
15,1,YmiC,0.397,Yes,no_mg
15,2,YmiC,0.488,Yes,no_mg
15,3,YmiC,0.585,Yes,no_mg
15,4,YmiC,0.586,Yes,no_mg
15,1,YmiC,1.248,Yes,10mM_mg
15,2,YmiC,1.265,Yes,10mM_mg
15,3,YmiC,1.286,Yes,10mM_mg
15,4,YmiC,1.327,Yes,10mM_mg
16,1,PmrR,0.383,No,no_mg
16,2,PmrR,0.235,No,no_mg
16,3,PmrR,0.105,No,no_mg
16,4,PmrR,0.349,No,no_mg
16,1,PmrR,0.698,No,10mM_mg
16,2,PmrR,0.689,No,10mM_mg
16,3,PmrR,0.815,No,10mM_mg
16,4,PmrR,0.622,No,10mM_mg
16,1,YdgU,0.68,No,no_mg
16,2,YdgU,0.515,No,no_mg
16,3,YdgU,0.713,No,no_mg
16,4,YdgU,0.601,No,no_mg
16,1,YdgU,1.074,No,10mM_mg
16,2,YdgU,1.096,No,10mM_mg
16,3,YdgU,1.116,No,10mM_mg
16,4,YdgU,1.149,No,10mM_mg
16,1,YoaI,0.337,No,no_mg
16,2,YoaI,0.311,No,no_mg
16,3,YoaI,0.376,No,no_mg
16,4,YoaI,0.374,No,no_mg
16,1,YoaI,0.721,No,10mM_mg
16,2,YoaI,0.718,No,10mM_mg
16,3,YoaI,0.765,No,10mM_mg
16,4,YoaI,0.767,No,10mM_mg
16,1,YadX,0.538,No,no_mg
16,2,YadX,0.558,No,no_mg
16,3,YadX,0.595,No,no_mg
16,4,YadX,0.561,No,no_mg
16,1,YadX,1.275,No,10mM_mg
16,2,YadX,1.283,No,10mM_mg
16,3,YadX,1.319,No,10mM_mg
16,4,YadX,1.377,No,10mM_mg
16,1,YriB,0.499,No,no_mg
16,2,YriB,0.494,No,no_mg
16,3,YriB,0.55,No,no_mg
16,4,YriB,0.526,No,no_mg
16,1,YriB,1.282,No,10mM_mg
16,2,YriB,1.301,No,10mM_mg
16,3,YriB,1.326,No,10mM_mg
16,4,YriB,1.386,No,10mM_mg
16,1,YmiA,0.374,No,no_mg
16,2,YmiA,0.381,No,no_mg
16,3,YmiA,0.419,No,no_mg
16,4,YmiA,0.4,No,no_mg
16,1,YmiA,0.625,No,10mM_mg
16,2,YmiA,0.709,No,10mM_mg
16,3,YmiA,0.703,No,10mM_mg
16,4,YmiA,0.737,No,10mM_mg
16,1,MgtT,0.432,No,no_mg
16,2,MgtT,0.484,No,no_mg
16,3,MgtT,0.443,No,no_mg
16,4,MgtT,0.445,No,no_mg
16,1,MgtT,1.224,No,10mM_mg
16,2,MgtT,1.26,No,10mM_mg
16,3,MgtT,1.235,No,10mM_mg
16,4,MgtT,1.331,No,10mM_mg
16,1,YmiC,0.517,No,no_mg
16,2,YmiC,0.596,No,no_mg
16,3,YmiC,0.607,No,no_mg
16,4,YmiC,0.63,No,no_mg
16,1,YmiC,1.199,No,10mM_mg
16,2,YmiC,1.117,No,10mM_mg
16,3,YmiC,1.243,No,10mM_mg
16,4,YmiC,1.293,No,10mM_mg
16,1,PmrR,0.382,Yes,no_mg
16,2,PmrR,0.496,Yes,no_mg
16,3,PmrR,0.601,Yes,no_mg
16,4,PmrR,0.597,Yes,no_mg
16,1,PmrR,1.271,Yes,10mM_mg
16,2,PmrR,1.289,Yes,10mM_mg
16,3,PmrR,1.308,Yes,10mM_mg
16,4,PmrR,1.381,Yes,10mM_mg
16,1,YdgU,0.382,Yes,no_mg
16,2,YdgU,0.496,Yes,no_mg
16,3,YdgU,0.601,Yes,no_mg
16,4,YdgU,0.597,Yes,no_mg
16,1,YdgU,1.271,Yes,10mM_mg
16,2,YdgU,1.289,Yes,10mM_mg
16,3,YdgU,1.308,Yes,10mM_mg
16,4,YdgU,1.381,Yes,10mM_mg
16,1,YoaI,0.382,Yes,no_mg
16,2,YoaI,0.496,Yes,no_mg
16,3,YoaI,0.601,Yes,no_mg
16,4,YoaI,0.597,Yes,no_mg
16,1,YoaI,1.271,Yes,10mM_mg
16,2,YoaI,1.289,Yes,10mM_mg
16,3,YoaI,1.308,Yes,10mM_mg
16,4,YoaI,1.381,Yes,10mM_mg
16,1,YadX,0.382,Yes,no_mg
16,2,YadX,0.496,Yes,no_mg
16,3,YadX,0.601,Yes,no_mg
16,4,YadX,0.597,Yes,no_mg
16,1,YadX,1.271,Yes,10mM_mg
16,2,YadX,1.289,Yes,10mM_mg
16,3,YadX,1.308,Yes,10mM_mg
16,4,YadX,1.381,Yes,10mM_mg
16,1,YriB,0.382,Yes,no_mg
16,2,YriB,0.496,Yes,no_mg
16,3,YriB,0.601,Yes,no_mg
16,4,YriB,0.597,Yes,no_mg
16,1,YriB,1.271,Yes,10mM_mg
16,2,YriB,1.289,Yes,10mM_mg
16,3,YriB,1.308,Yes,10mM_mg
16,4,YriB,1.381,Yes,10mM_mg
16,1,YmiA,0.382,Yes,no_mg
16,2,YmiA,0.496,Yes,no_mg
16,3,YmiA,0.601,Yes,no_mg
16,4,YmiA,0.597,Yes,no_mg
16,1,YmiA,1.271,Yes,10mM_mg
16,2,YmiA,1.289,Yes,10mM_mg
16,3,YmiA,1.308,Yes,10mM_mg
16,4,YmiA,1.381,Yes,10mM_mg
16,1,MgtT,0.382,Yes,no_mg
16,2,MgtT,0.496,Yes,no_mg
16,3,MgtT,0.601,Yes,no_mg
16,4,MgtT,0.597,Yes,no_mg
16,1,MgtT,1.271,Yes,10mM_mg
16,2,MgtT,1.289,Yes,10mM_mg
16,3,MgtT,1.308,Yes,10mM_mg
16,4,MgtT,1.381,Yes,10mM_mg
16,1,YmiC,0.382,Yes,no_mg
16,2,YmiC,0.496,Yes,no_mg
16,3,YmiC,0.601,Yes,no_mg
16,4,YmiC,0.597,Yes,no_mg
16,1,YmiC,1.271,Yes,10mM_mg
16,2,YmiC,1.289,Yes,10mM_mg
16,3,YmiC,1.308,Yes,10mM_mg
16,4,YmiC,1.381,Yes,10mM_mg
17,1,PmrR,0.396,No,no_mg
17,2,PmrR,0.27,No,no_mg
17,3,PmrR,0.127,No,no_mg
17,4,PmrR,0.428,No,no_mg
17,1,PmrR,0.773,No,10mM_mg
17,2,PmrR,0.894,No,10mM_mg
17,3,PmrR,0.868,No,10mM_mg
17,4,PmrR,0.857,No,10mM_mg
17,1,YdgU,0.701,No,no_mg
17,2,YdgU,0.55,No,no_mg
17,3,YdgU,0.736,No,no_mg
17,4,YdgU,0.633,No,no_mg
17,1,YdgU,1.064,No,10mM_mg
17,2,YdgU,1.093,No,10mM_mg
17,3,YdgU,1.108,No,10mM_mg
17,4,YdgU,1.144,No,10mM_mg
17,1,YoaI,0.317,No,no_mg
17,2,YoaI,0.326,No,no_mg
17,3,YoaI,0.35,No,no_mg
17,4,YoaI,0.409,No,no_mg
17,1,YoaI,0.896,No,10mM_mg
17,2,YoaI,0.892,No,10mM_mg
17,3,YoaI,0.846,No,10mM_mg
17,4,YoaI,0.839,No,10mM_mg
17,1,YadX,0.537,No,no_mg
17,2,YadX,0.561,No,no_mg
17,3,YadX,0.597,No,no_mg
17,4,YadX,0.564,No,no_mg
17,1,YadX,1.283,No,10mM_mg
17,2,YadX,1.287,No,10mM_mg
17,3,YadX,1.323,No,10mM_mg
17,4,YadX,1.42,No,10mM_mg
17,1,YriB,0.502,No,no_mg
17,2,YriB,0.493,No,no_mg
17,3,YriB,0.543,No,no_mg
17,4,YriB,0.525,No,no_mg
17,1,YriB,1.281,No,10mM_mg
17,2,YriB,1.3,No,10mM_mg
17,3,YriB,1.328,No,10mM_mg
17,4,YriB,1.436,No,10mM_mg
17,1,YmiA,0.425,No,no_mg
17,2,YmiA,0.437,No,no_mg
17,3,YmiA,0.483,No,no_mg
17,4,YmiA,0.453,No,no_mg
17,1,YmiA,0.724,No,10mM_mg
17,2,YmiA,0.771,No,10mM_mg
17,3,YmiA,0.787,No,10mM_mg
17,4,YmiA,0.87,No,10mM_mg
17,1,MgtT,0.426,No,no_mg
17,2,MgtT,0.472,No,no_mg
17,3,MgtT,0.436,No,no_mg
17,4,MgtT,0.449,No,no_mg
17,1,MgtT,1.21,No,10mM_mg
17,2,MgtT,1.245,No,10mM_mg
17,3,MgtT,1.234,No,10mM_mg
17,4,MgtT,1.358,No,10mM_mg
17,1,YmiC,0.504,No,no_mg
17,2,YmiC,0.602,No,no_mg
17,3,YmiC,0.615,No,no_mg
17,4,YmiC,0.638,No,no_mg
17,1,YmiC,1.196,No,10mM_mg
17,2,YmiC,1.111,No,10mM_mg
17,3,YmiC,1.242,No,10mM_mg
17,4,YmiC,1.342,No,10mM_mg
17,1,PmrR,0.376,Yes,no_mg
17,2,PmrR,0.502,Yes,no_mg
17,3,PmrR,0.604,Yes,no_mg
17,4,PmrR,0.602,Yes,no_mg
17,1,PmrR,1.267,Yes,10mM_mg
17,2,PmrR,1.3,Yes,10mM_mg
17,3,PmrR,1.317,Yes,10mM_mg
17,4,PmrR,1.412,Yes,10mM_mg
17,1,YdgU,0.376,Yes,no_mg
17,2,YdgU,0.502,Yes,no_mg
17,3,YdgU,0.604,Yes,no_mg
17,4,YdgU,0.602,Yes,no_mg
17,1,YdgU,1.267,Yes,10mM_mg
17,2,YdgU,1.3,Yes,10mM_mg
17,3,YdgU,1.317,Yes,10mM_mg
17,4,YdgU,1.412,Yes,10mM_mg
17,1,YoaI,0.376,Yes,no_mg
17,2,YoaI,0.502,Yes,no_mg
17,3,YoaI,0.604,Yes,no_mg
17,4,YoaI,0.602,Yes,no_mg
17,1,YoaI,1.267,Yes,10mM_mg
17,2,YoaI,1.3,Yes,10mM_mg
17,3,YoaI,1.317,Yes,10mM_mg
17,4,YoaI,1.412,Yes,10mM_mg
17,1,YadX,0.376,Yes,no_mg
17,2,YadX,0.502,Yes,no_mg
17,3,YadX,0.604,Yes,no_mg
17,4,YadX,0.602,Yes,no_mg
17,1,YadX,1.267,Yes,10mM_mg
17,2,YadX,1.3,Yes,10mM_mg
17,3,YadX,1.317,Yes,10mM_mg
17,4,YadX,1.412,Yes,10mM_mg
17,1,YriB,0.376,Yes,no_mg
17,2,YriB,0.502,Yes,no_mg
17,3,YriB,0.604,Yes,no_mg
17,4,YriB,0.602,Yes,no_mg
17,1,YriB,1.267,Yes,10mM_mg
17,2,YriB,1.3,Yes,10mM_mg
17,3,YriB,1.317,Yes,10mM_mg
17,4,YriB,1.412,Yes,10mM_mg
17,1,YmiA,0.376,Yes,no_mg
17,2,YmiA,0.502,Yes,no_mg
17,3,YmiA,0.604,Yes,no_mg
17,4,YmiA,0.602,Yes,no_mg
17,1,YmiA,1.267,Yes,10mM_mg
17,2,YmiA,1.3,Yes,10mM_mg
17,3,YmiA,1.317,Yes,10mM_mg
17,4,YmiA,1.412,Yes,10mM_mg
17,1,MgtT,0.376,Yes,no_mg
17,2,MgtT,0.502,Yes,no_mg
17,3,MgtT,0.604,Yes,no_mg
17,4,MgtT,0.602,Yes,no_mg
17,1,MgtT,1.267,Yes,10mM_mg
17,2,MgtT,1.3,Yes,10mM_mg
17,3,MgtT,1.317,Yes,10mM_mg
17,4,MgtT,1.412,Yes,10mM_mg
17,1,YmiC,0.376,Yes,no_mg
17,2,YmiC,0.502,Yes,no_mg
17,3,YmiC,0.604,Yes,no_mg
17,4,YmiC,0.602,Yes,no_mg
17,1,YmiC,1.267,Yes,10mM_mg
17,2,YmiC,1.3,Yes,10mM_mg
17,3,YmiC,1.317,Yes,10mM_mg
17,4,YmiC,1.412,Yes,10mM_mg
18,1,PmrR,0.423,No,no_mg
18,2,PmrR,0.299,No,no_mg
18,3,PmrR,0.179,No,no_mg
18,4,PmrR,0.489,No,no_mg
18,1,PmrR,0.851,No,10mM_mg
18,2,PmrR,0.922,No,10mM_mg
18,3,PmrR,0.997,No,10mM_mg
18,4,PmrR,0.985,No,10mM_mg
18,1,YdgU,0.713,No,no_mg
18,2,YdgU,0.577,No,no_mg
18,3,YdgU,0.751,No,no_mg
18,4,YdgU,0.661,No,no_mg
18,1,YdgU,1.066,No,10mM_mg
18,2,YdgU,1.098,No,10mM_mg
18,3,YdgU,1.105,No,10mM_mg
18,4,YdgU,1.144,No,10mM_mg
18,1,YoaI,0.368,No,no_mg
18,2,YoaI,0.336,No,no_mg
18,3,YoaI,0.369,No,no_mg
18,4,YoaI,0.387,No,no_mg
18,1,YoaI,0.967,No,10mM_mg
18,2,YoaI,0.963,No,10mM_mg
18,3,YoaI,0.992,No,10mM_mg
18,4,YoaI,0.982,No,10mM_mg
18,1,YadX,0.541,No,no_mg
18,2,YadX,0.564,No,no_mg
18,3,YadX,0.597,No,no_mg
18,4,YadX,0.573,No,no_mg
18,1,YadX,1.285,No,10mM_mg
18,2,YadX,1.289,No,10mM_mg
18,3,YadX,1.337,No,10mM_mg
18,4,YadX,1.486,No,10mM_mg
18,1,YriB,0.522,No,no_mg
18,2,YriB,0.497,No,no_mg
18,3,YriB,0.547,No,no_mg
18,4,YriB,0.529,No,no_mg
18,1,YriB,1.3,No,10mM_mg
18,2,YriB,1.328,No,10mM_mg
18,3,YriB,1.375,No,10mM_mg
18,4,YriB,1.512,No,10mM_mg
18,1,YmiA,0.48,No,no_mg
18,2,YmiA,0.484,No,no_mg
18,3,YmiA,0.537,No,no_mg
18,4,YmiA,0.503,No,no_mg
18,1,YmiA,0.952,No,10mM_mg
18,2,YmiA,0.911,No,10mM_mg
18,3,YmiA,0.935,No,10mM_mg
18,4,YmiA,1.02,No,10mM_mg
18,1,MgtT,0.427,No,no_mg
18,2,MgtT,0.473,No,no_mg
18,3,MgtT,0.438,No,no_mg
18,4,MgtT,0.45,No,no_mg
18,1,MgtT,1.219,No,10mM_mg
18,2,MgtT,1.256,No,10mM_mg
18,3,MgtT,1.257,No,10mM_mg
18,4,MgtT,1.392,No,10mM_mg
18,1,YmiC,0.491,No,no_mg
18,2,YmiC,0.611,No,no_mg
18,3,YmiC,0.627,No,no_mg
18,4,YmiC,0.651,No,no_mg
18,1,YmiC,1.196,No,10mM_mg
18,2,YmiC,1.115,No,10mM_mg
18,3,YmiC,1.262,No,10mM_mg
18,4,YmiC,1.385,No,10mM_mg
18,1,PmrR,0.376,Yes,no_mg
18,2,PmrR,0.515,Yes,no_mg
18,3,PmrR,0.612,Yes,no_mg
18,4,PmrR,0.61,Yes,no_mg
18,1,PmrR,1.288,Yes,10mM_mg
18,2,PmrR,1.338,Yes,10mM_mg
18,3,PmrR,1.354,Yes,10mM_mg
18,4,PmrR,1.439,Yes,10mM_mg
18,1,YdgU,0.376,Yes,no_mg
18,2,YdgU,0.515,Yes,no_mg
18,3,YdgU,0.612,Yes,no_mg
18,4,YdgU,0.61,Yes,no_mg
18,1,YdgU,1.288,Yes,10mM_mg
18,2,YdgU,1.338,Yes,10mM_mg
18,3,YdgU,1.354,Yes,10mM_mg
18,4,YdgU,1.439,Yes,10mM_mg
18,1,YoaI,0.376,Yes,no_mg
18,2,YoaI,0.515,Yes,no_mg
18,3,YoaI,0.612,Yes,no_mg
18,4,YoaI,0.61,Yes,no_mg
18,1,YoaI,1.288,Yes,10mM_mg
18,2,YoaI,1.338,Yes,10mM_mg
18,3,YoaI,1.354,Yes,10mM_mg
18,4,YoaI,1.439,Yes,10mM_mg
18,1,YadX,0.376,Yes,no_mg
18,2,YadX,0.515,Yes,no_mg
18,3,YadX,0.612,Yes,no_mg
18,4,YadX,0.61,Yes,no_mg
18,1,YadX,1.288,Yes,10mM_mg
18,2,YadX,1.338,Yes,10mM_mg
18,3,YadX,1.354,Yes,10mM_mg
18,4,YadX,1.439,Yes,10mM_mg
18,1,YriB,0.376,Yes,no_mg
18,2,YriB,0.515,Yes,no_mg
18,3,YriB,0.612,Yes,no_mg
18,4,YriB,0.61,Yes,no_mg
18,1,YriB,1.288,Yes,10mM_mg
18,2,YriB,1.338,Yes,10mM_mg
18,3,YriB,1.354,Yes,10mM_mg
18,4,YriB,1.439,Yes,10mM_mg
18,1,YmiA,0.376,Yes,no_mg
18,2,YmiA,0.515,Yes,no_mg
18,3,YmiA,0.612,Yes,no_mg
18,4,YmiA,0.61,Yes,no_mg
18,1,YmiA,1.288,Yes,10mM_mg
18,2,YmiA,1.338,Yes,10mM_mg
18,3,YmiA,1.354,Yes,10mM_mg
18,4,YmiA,1.439,Yes,10mM_mg
18,1,MgtT,0.376,Yes,no_mg
18,2,MgtT,0.515,Yes,no_mg
18,3,MgtT,0.612,Yes,no_mg
18,4,MgtT,0.61,Yes,no_mg
18,1,MgtT,1.288,Yes,10mM_mg
18,2,MgtT,1.338,Yes,10mM_mg
18,3,MgtT,1.354,Yes,10mM_mg
18,4,MgtT,1.439,Yes,10mM_mg
18,1,YmiC,0.376,Yes,no_mg
18,2,YmiC,0.515,Yes,no_mg
18,3,YmiC,0.612,Yes,no_mg
18,4,YmiC,0.61,Yes,no_mg
18,1,YmiC,1.288,Yes,10mM_mg
18,2,YmiC,1.338,Yes,10mM_mg
18,3,YmiC,1.354,Yes,10mM_mg
18,4,YmiC,1.439,Yes,10mM_mg
19,1,PmrR,0.441,No,no_mg
19,2,PmrR,0.3,No,no_mg
19,3,PmrR,0.272,No,no_mg
19,4,PmrR,0.527,No,no_mg
19,1,PmrR,0.898,No,10mM_mg
19,2,PmrR,0.995,No,10mM_mg
19,3,PmrR,0.997,No,10mM_mg
19,4,PmrR,0.912,No,10mM_mg
19,1,YdgU,0.729,No,no_mg
19,2,YdgU,0.6,No,no_mg
19,3,YdgU,0.773,No,no_mg
19,4,YdgU,0.683,No,no_mg
19,1,YdgU,1.081,No,10mM_mg
19,2,YdgU,1.106,No,10mM_mg
19,3,YdgU,1.114,No,10mM_mg
19,4,YdgU,1.158,No,10mM_mg
19,1,YoaI,0.351,No,no_mg
19,2,YoaI,0.341,No,no_mg
19,3,YoaI,0.362,No,no_mg
19,4,YoaI,0.423,No,no_mg
19,1,YoaI,1.115,No,10mM_mg
19,2,YoaI,1.101,No,10mM_mg
19,3,YoaI,1.116,No,10mM_mg
19,4,YoaI,1.104,No,10mM_mg
19,1,YadX,0.535,No,no_mg
19,2,YadX,0.553,No,no_mg
19,3,YadX,0.592,No,no_mg
19,4,YadX,0.587,No,no_mg
19,1,YadX,1.325,No,10mM_mg
19,2,YadX,1.33,No,10mM_mg
19,3,YadX,1.402,No,10mM_mg
19,4,YadX,1.478,No,10mM_mg
19,1,YriB,0.534,No,no_mg
19,2,YriB,0.501,No,no_mg
19,3,YriB,0.566,No,no_mg
19,4,YriB,0.545,No,no_mg
19,1,YriB,1.357,No,10mM_mg
19,2,YriB,1.39,No,10mM_mg
19,3,YriB,1.443,No,10mM_mg
19,4,YriB,1.522,No,10mM_mg
19,1,YmiA,0.502,No,no_mg
19,2,YmiA,0.553,No,no_mg
19,3,YmiA,0.49,No,no_mg
19,4,YmiA,0.578,No,no_mg
19,1,YmiA,1.109,No,10mM_mg
19,2,YmiA,1.051,No,10mM_mg
19,3,YmiA,1.039,No,10mM_mg
19,4,YmiA,1.119,No,10mM_mg
19,1,MgtT,0.431,No,no_mg
19,2,MgtT,0.478,No,no_mg
19,3,MgtT,0.445,No,no_mg
19,4,MgtT,0.454,No,no_mg
19,1,MgtT,1.256,No,10mM_mg
19,2,MgtT,1.301,No,10mM_mg
19,3,MgtT,1.306,No,10mM_mg
19,4,MgtT,1.419,No,10mM_mg
19,1,YmiC,0.47,No,no_mg
19,2,YmiC,0.614,No,no_mg
19,3,YmiC,0.632,No,no_mg
19,4,YmiC,0.663,No,no_mg
19,1,YmiC,1.222,No,10mM_mg
19,2,YmiC,1.134,No,10mM_mg
19,3,YmiC,1.304,No,10mM_mg
19,4,YmiC,1.464,No,10mM_mg
19,1,PmrR,0.367,Yes,no_mg
19,2,PmrR,0.512,Yes,no_mg
19,3,PmrR,0.624,Yes,no_mg
19,4,PmrR,0.623,Yes,no_mg
19,1,PmrR,1.344,Yes,10mM_mg
19,2,PmrR,1.382,Yes,10mM_mg
19,3,PmrR,1.409,Yes,10mM_mg
19,4,PmrR,1.454,Yes,10mM_mg
19,1,YdgU,0.367,Yes,no_mg
19,2,YdgU,0.512,Yes,no_mg
19,3,YdgU,0.624,Yes,no_mg
19,4,YdgU,0.623,Yes,no_mg
19,1,YdgU,1.344,Yes,10mM_mg
19,2,YdgU,1.382,Yes,10mM_mg
19,3,YdgU,1.409,Yes,10mM_mg
19,4,YdgU,1.454,Yes,10mM_mg
19,1,YoaI,0.367,Yes,no_mg
19,2,YoaI,0.512,Yes,no_mg
19,3,YoaI,0.624,Yes,no_mg
19,4,YoaI,0.623,Yes,no_mg
19,1,YoaI,1.344,Yes,10mM_mg
19,2,YoaI,1.382,Yes,10mM_mg
19,3,YoaI,1.409,Yes,10mM_mg
19,4,YoaI,1.454,Yes,10mM_mg
19,1,YadX,0.367,Yes,no_mg
19,2,YadX,0.512,Yes,no_mg
19,3,YadX,0.624,Yes,no_mg
19,4,YadX,0.623,Yes,no_mg
19,1,YadX,1.344,Yes,10mM_mg
19,2,YadX,1.382,Yes,10mM_mg
19,3,YadX,1.409,Yes,10mM_mg
19,4,YadX,1.454,Yes,10mM_mg
19,1,YriB,0.367,Yes,no_mg
19,2,YriB,0.512,Yes,no_mg
