time,replicate,strain,OD,Empty_vector,stress
12,1,PmrR,1.246,Yes,10mM_mg
12,2,PmrR,1.246,Yes,10mM_mg
12,3,PmrR,1.273,Yes,10mM_mg
12,4,PmrR,1.306,Yes,10mM_mg
12,1,YdgU,0.512,Yes,no_mg
12,2,YdgU,0.548,Yes,no_mg
12,3,YdgU,0.641,Yes,no_mg
12,4,YdgU,0.539,Yes,no_mg
12,1,YdgU,1.246,Yes,10mM_mg
12,2,YdgU,1.246,Yes,10mM_mg
12,3,YdgU,1.273,Yes,10mM_mg
12,4,YdgU,1.306,Yes,10mM_mg
12,1,YoaI,0.512,Yes,no_mg
12,2,YoaI,0.548,Yes,no_mg
12,3,YoaI,0.641,Yes,no_mg
12,4,YoaI,0.539,Yes,no_mg
12,1,YoaI,1.246,Yes,10mM_mg
12,2,YoaI,1.246,Yes,10mM_mg
12,3,YoaI,1.273,Yes,10mM_mg
12,4,YoaI,1.306,Yes,10mM_mg
12,1,YadX,0.512,Yes,no_mg
12,2,YadX,0.548,Yes,no_mg
12,3,YadX,0.641,Yes,no_mg
12,4,YadX,0.539,Yes,no_mg
12,1,YadX,1.246,Yes,10mM_mg
12,2,YadX,1.246,Yes,10mM_mg
12,3,YadX,1.273,Yes,10mM_mg
12,4,YadX,1.306,Yes,10mM_mg
12,1,YriB,0.512,Yes,no_mg
12,2,YriB,0.548,Yes,no_mg
12,3,YriB,0.641,Yes,no_mg
12,4,YriB,0.539,Yes,no_mg
12,1,YriB,1.246,Yes,10mM_mg
12,2,YriB,1.246,Yes,10mM_mg
12,3,YriB,1.273,Yes,10mM_mg
12,4,YriB,1.306,Yes,10mM_mg
12,1,YmiA,0.512,Yes,no_mg
12,2,YmiA,0.548,Yes,no_mg
12,3,YmiA,0.641,Yes,no_mg
12,4,YmiA,0.539,Yes,no_mg
12,1,YmiA,1.246,Yes,10mM_mg
12,2,YmiA,1.246,Yes,10mM_mg
12,3,YmiA,1.273,Yes,10mM_mg
12,4,YmiA,1.306,Yes,10mM_mg
12,1,MgtT,0.512,Yes,no_mg
12,2,MgtT,0.548,Yes,no_mg
12,3,MgtT,0.641,Yes,no_mg
12,4,MgtT,0.539,Yes,no_mg
12,1,MgtT,1.246,Yes,10mM_mg
12,2,MgtT,1.246,Yes,10mM_mg
12,3,MgtT,1.273,Yes,10mM_mg
12,4,MgtT,1.306,Yes,10mM_mg
12,1,YmiC,0.512,Yes,no_mg
12,2,YmiC,0.548,Yes,no_mg
12,3,YmiC,0.641,Yes,no_mg
12,4,YmiC,0.539,Yes,no_mg
12,1,YmiC,1.246,Yes,10mM_mg
12,2,YmiC,1.246,Yes,10mM_mg
12,3,YmiC,1.273,Yes,10mM_mg
12,4,YmiC,1.306,Yes,10mM_mg
13,1,PmrR,0.144,No,no_mg
13,2,PmrR,0.218,No,no_mg
13,3,PmrR,0.127,No,no_mg
13,4,PmrR,0.164,No,no_mg
13,1,PmrR,0.107,No,10mM_mg
13,2,PmrR,0.137,No,10mM_mg
13,3,PmrR,0.097,No,10mM_mg
13,4,PmrR,0.17,No,10mM_mg
13,1,YdgU,0.653,No,no_mg
13,2,YdgU,0.78,No,no_mg
13,3,YdgU,0.665,No,no_mg
13,4,YdgU,0.834,No,no_mg
13,1,YdgU,1.071,No,10mM_mg
13,2,YdgU,0.871,No,10mM_mg
13,3,YdgU,0.958,No,10mM_mg
13,4,YdgU,1.07,No,10mM_mg
13,1,YoaI,0.153,No,no_mg
13,2,YoaI,0.19,No,no_mg
13,3,YoaI,0.245,No,no_mg
13,4,YoaI,0.211,No,no_mg
13,1,YoaI,0.095,No,10mM_mg
13,2,YoaI,0.22,No,10mM_mg
13,3,YoaI,0.439,No,10mM_mg
13,4,YoaI,0.377,No,10mM_mg
13,1,YadX,0.484,No,no_mg
13,2,YadX,0.357,No,no_mg
13,3,YadX,0.366,No,no_mg
13,4,YadX,0.416,No,no_mg
13,1,YadX,1.051,No,10mM_mg
13,2,YadX,1.054,No,10mM_mg
13,3,YadX,1.305,No,10mM_mg
13,4,YadX,1.23,No,10mM_mg
13,1,YriB,0.798,No,no_mg
13,2,YriB,0.751,No,no_mg
13,3,YriB,0.784,No,no_mg
13,4,YriB,0.746,No,no_mg
13,1,YriB,1.21,No,10mM_mg
13,2,YriB,1.208,No,10mM_mg
13,3,YriB,1.212,No,10mM_mg
13,4,YriB,1.301,No,10mM_mg
13,1,YmiA,0.381,No,no_mg
13,2,YmiA,0.362,No,no_mg
13,3,YmiA,0.358,No,no_mg
13,4,YmiA,0.337,No,no_mg
13,1,YmiA,0.6,No,10mM_mg
13,2,YmiA,0.595,No,10mM_mg
13,3,YmiA,0.607,No,10mM_mg
13,4,YmiA,0.625,No,10mM_mg
13,1,MgtT,0.505,No,no_mg
13,2,MgtT,0.499,No,no_mg
13,3,MgtT,0.468,No,no_mg
13,4,MgtT,0.332,No,no_mg
13,1,MgtT,1.017,No,10mM_mg
13,2,MgtT,1.035,No,10mM_mg
13,3,MgtT,1.004,No,10mM_mg
13,4,MgtT,1.086,No,10mM_mg
13,1,YmiC,0.502,No,no_mg
13,2,YmiC,0.543,No,no_mg
13,3,YmiC,0.497,No,no_mg
13,4,YmiC,0.544,No,no_mg
13,1,YmiC,1.022,No,10mM_mg
13,2,YmiC,1.013,No,10mM_mg
13,3,YmiC,1.067,No,10mM_mg
13,4,YmiC,1.135,No,10mM_mg
13,1,PmrR,0.534,Yes,no_mg
13,2,PmrR,0.554,Yes,no_mg
13,3,PmrR,0.666,Yes,no_mg
13,4,PmrR,0.555,Yes,no_mg
13,1,PmrR,1.282,Yes,10mM_mg
13,2,PmrR,1.279,Yes,10mM_mg
13,3,PmrR,1.283,Yes,10mM_mg
13,4,PmrR,1.355,Yes,10mM_mg
13,1,YdgU,0.534,Yes,no_mg
13,2,YdgU,0.554,Yes,no_mg
13,3,YdgU,0.666,Yes,no_mg
13,4,YdgU,0.555,Yes,no_mg
13,1,YdgU,1.282,Yes,10mM_mg
13,2,YdgU,1.279,Yes,10mM_mg
13,3,YdgU,1.283,Yes,10mM_mg
13,4,YdgU,1.355,Yes,10mM_mg
13,1,YoaI,0.534,Yes,no_mg
13,2,YoaI,0.554,Yes,no_mg
13,3,YoaI,0.666,Yes,no_mg
13,4,YoaI,0.555,Yes,no_mg
13,1,YoaI,1.282,Yes,10mM_mg
13,2,YoaI,1.279,Yes,10mM_mg
13,3,YoaI,1.283,Yes,10mM_mg
13,4,YoaI,1.355,Yes,10mM_mg
13,1,YadX,0.534,Yes,no_mg
13,2,YadX,0.554,Yes,no_mg
13,3,YadX,0.666,Yes,no_mg
13,4,YadX,0.555,Yes,no_mg
13,1,YadX,1.282,Yes,10mM_mg
13,2,YadX,1.279,Yes,10mM_mg
13,3,YadX,1.283,Yes,10mM_mg
13,4,YadX,1.355,Yes,10mM_mg
13,1,YriB,0.534,Yes,no_mg
13,2,YriB,0.554,Yes,no_mg
13,3,YriB,0.666,Yes,no_mg
13,4,YriB,0.555,Yes,no_mg
13,1,YriB,1.282,Yes,10mM_mg
13,2,YriB,1.279,Yes,10mM_mg
13,3,YriB,1.283,Yes,10mM_mg
13,4,YriB,1.355,Yes,10mM_mg
13,1,YmiA,0.534,Yes,no_mg
13,2,YmiA,0.554,Yes,no_mg
13,3,YmiA,0.666,Yes,no_mg
13,4,YmiA,0.555,Yes,no_mg
13,1,YmiA,1.282,Yes,10mM_mg
13,2,YmiA,1.279,Yes,10mM_mg
13,3,YmiA,1.283,Yes,10mM_mg
13,4,YmiA,1.355,Yes,10mM_mg
13,1,MgtT,0.534,Yes,no_mg
13,2,MgtT,0.554,Yes,no_mg
13,3,MgtT,0.666,Yes,no_mg
13,4,MgtT,0.555,Yes,no_mg
13,1,MgtT,1.282,Yes,10mM_mg
13,2,MgtT,1.279,Yes,10mM_mg
13,3,MgtT,1.283,Yes,10mM_mg
13,4,MgtT,1.355,Yes,10mM_mg
13,1,YmiC,0.534,Yes,no_mg
13,2,YmiC,0.554,Yes,no_mg
13,3,YmiC,0.666,Yes,no_mg
13,4,YmiC,0.555,Yes,no_mg
13,1,YmiC,1.282,Yes,10mM_mg
13,2,YmiC,1.279,Yes,10mM_mg
13,3,YmiC,1.283,Yes,10mM_mg
13,4,YmiC,1.355,Yes,10mM_mg
14,1,PmrR,0.223,No,no_mg
14,2,PmrR,0.35,No,no_mg
14,3,PmrR,0.17,No,no_mg
14,4,PmrR,0.24,No,no_mg
14,1,PmrR,0.128,No,10mM_mg
14,2,PmrR,0.202,No,10mM_mg
14,3,PmrR,0.104,No,10mM_mg
14,4,PmrR,0.271,No,10mM_mg
14,1,YdgU,0.68,No,no_mg
14,2,YdgU,0.795,No,no_mg
14,3,YdgU,0.718,No,no_mg
14,4,YdgU,0.858,No,no_mg
14,1,YdgU,1.074,No,10mM_mg
14,2,YdgU,0.942,No,10mM_mg
14,3,YdgU,0.966,No,10mM_mg
14,4,YdgU,1.149,No,10mM_mg
14,1,YoaI,0.215,No,no_mg
14,2,YoaI,0.262,No,no_mg
14,3,YoaI,0.334,No,no_mg
14,4,YoaI,0.294,No,no_mg
14,1,YoaI,0.095,No,10mM_mg
14,2,YoaI,0.363,No,10mM_mg
14,3,YoaI,0.673,No,10mM_mg
14,4,YoaI,0.591,No,10mM_mg
14,1,YadX,0.4,No,no_mg
14,2,YadX,0.341,No,no_mg
14,3,YadX,0.371,No,no_mg
14,4,YadX,0.378,No,no_mg
14,1,YadX,1.209,No,10mM_mg
14,2,YadX,1.158,No,10mM_mg
14,3,YadX,1.327,No,10mM_mg
14,4,YadX,1.378,No,10mM_mg
14,1,YriB,0.805,No,no_mg
14,2,YriB,0.749,No,no_mg
14,3,YriB,0.774,No,no_mg
14,4,YriB,0.742,No,no_mg
14,1,YriB,1.23,No,10mM_mg
14,2,YriB,1.23,No,10mM_mg
14,3,YriB,1.238,No,10mM_mg
14,4,YriB,1.314,No,10mM_mg
14,1,YmiA,0.426,No,no_mg
14,2,YmiA,0.397,No,no_mg
14,3,YmiA,0.398,No,no_mg
14,4,YmiA,0.383,No,no_mg
14,1,YmiA,0.698,No,10mM_mg
14,2,YmiA,0.683,No,10mM_mg
14,3,YmiA,0.702,No,10mM_mg
14,4,YmiA,0.78,No,10mM_mg
14,1,MgtT,0.512,No,no_mg
14,2,MgtT,0.512,No,no_mg
14,3,MgtT,0.416,No,no_mg
14,4,MgtT,0.315,No,no_mg
14,1,MgtT,1.05,No,10mM_mg
14,2,MgtT,1.079,No,10mM_mg
14,3,MgtT,1.128,No,10mM_mg
14,4,MgtT,1.229,No,10mM_mg
14,1,YmiC,0.502,No,no_mg
14,2,YmiC,0.544,No,no_mg
14,3,YmiC,0.493,No,no_mg
14,4,YmiC,0.548,No,no_mg
14,1,YmiC,1.061,No,10mM_mg
14,2,YmiC,1.022,No,10mM_mg
14,3,YmiC,1.079,No,10mM_mg
14,4,YmiC,1.152,No,10mM_mg
14,1,PmrR,0.517,Yes,no_mg
14,2,PmrR,0.561,Yes,no_mg
14,3,PmrR,0.66,Yes,no_mg
14,4,PmrR,0.57,Yes,no_mg
14,1,PmrR,1.311,Yes,10mM_mg
14,2,PmrR,1.32,Yes,10mM_mg
14,3,PmrR,1.313,Yes,10mM_mg
14,4,PmrR,1.385,Yes,10mM_mg
14,1,YdgU,0.517,Yes,no_mg
14,2,YdgU,0.561,Yes,no_mg
14,3,YdgU,0.66,Yes,no_mg
14,4,YdgU,0.57,Yes,no_mg
14,1,YdgU,1.311,Yes,10mM_mg
14,2,YdgU,1.32,Yes,10mM_mg
14,3,YdgU,1.313,Yes,10mM_mg
14,4,YdgU,1.385,Yes,10mM_mg
14,1,YoaI,0.517,Yes,no_mg
14,2,YoaI,0.561,Yes,no_mg
14,3,YoaI,0.66,Yes,no_mg
14,4,YoaI,0.57,Yes,no_mg
14,1,YoaI,1.311,Yes,10mM_mg
14,2,YoaI,1.32,Yes,10mM_mg
14,3,YoaI,1.313,Yes,10mM_mg
14,4,YoaI,1.385,Yes,10mM_mg
14,1,YadX,0.517,Yes,no_mg
14,2,YadX,0.561,Yes,no_mg
14,3,YadX,0.66,Yes,no_mg
14,4,YadX,0.57,Yes,no_mg
14,1,YadX,1.311,Yes,10mM_mg
14,2,YadX,1.32,Yes,10mM_mg
14,3,YadX,1.313,Yes,10mM_mg
14,4,YadX,1.385,Yes,10mM_mg
14,1,YriB,0.517,Yes,no_mg
14,2,YriB,0.561,Yes,no_mg
14,3,YriB,0.66,Yes,no_mg
14,4,YriB,0.57,Yes,no_mg
14,1,YriB,1.311,Yes,10mM_mg
14,2,YriB,1.32,Yes,10mM_mg
14,3,YriB,1.313,Yes,10mM_mg
14,4,YriB,1.385,Yes,10mM_mg
14,1,YmiA,0.517,Yes,no_mg
14,2,YmiA,0.561,Yes,no_mg
14,3,YmiA,0.66,Yes,no_mg
14,4,YmiA,0.57,Yes,no_mg
14,1,YmiA,1.311,Yes,10mM_mg
14,2,YmiA,1.32,Yes,10mM_mg
14,3,YmiA,1.313,Yes,10mM_mg
14,4,YmiA,1.385,Yes,10mM_mg
14,1,MgtT,0.517,Yes,no_mg
14,2,MgtT,0.561,Yes,no_mg
14,3,MgtT,0.66,Yes,no_mg
14,4,MgtT,0.57,Yes,no_mg
14,1,MgtT,1.311,Yes,10mM_mg
14,2,MgtT,1.32,Yes,10mM_mg
14,3,MgtT,1.313,Yes,10mM_mg
14,4,MgtT,1.385,Yes,10mM_mg
14,1,YmiC,0.517,Yes,no_mg
14,2,YmiC,0.561,Yes,no_mg
14,3,YmiC,0.66,Yes,no_mg
14,4,YmiC,0.57,Yes,no_mg
14,1,YmiC,1.311,Yes,10mM_mg
14,2,YmiC,1.32,Yes,10mM_mg
14,3,YmiC,1.313,Yes,10mM_mg
14,4,YmiC,1.385,Yes,10mM_mg
15,1,PmrR,0.34,No,no_mg
15,2,PmrR,0.527,No,no_mg
15,3,PmrR,0.253,No,no_mg
15,4,PmrR,0.364,No,no_mg
15,1,PmrR,0.186,No,10mM_mg
15,2,PmrR,0.357,No,10mM_mg
15,3,PmrR,0.132,No,10mM_mg
15,4,PmrR,0.51,No,10mM_mg
15,1,YdgU,0.698,No,no_mg
15,2,YdgU,0.809,No,no_mg
15,3,YdgU,0.762,No,no_mg
15,4,YdgU,0.886,No,no_mg
15,1,YdgU,1.08,No,10mM_mg
15,2,YdgU,1.035,No,10mM_mg
15,3,YdgU,0.988,No,10mM_mg
15,4,YdgU,1.206,No,10mM_mg
15,1,YoaI,0.288,No,no_mg
15,2,YoaI,0.394,No,no_mg
15,3,YoaI,0.424,No,no_mg
15,4,YoaI,0.443,No,no_mg
15,1,YoaI,0.095,No,10mM_mg
15,2,YoaI,0.564,No,10mM_mg
15,3,YoaI,0.788,No,10mM_mg
15,4,YoaI,0.716,No,10mM_mg
15,1,YadX,0.409,No,no_mg
15,2,YadX,0.34,No,no_mg
15,3,YadX,0.376,No,no_mg
15,4,YadX,0.339,No,no_mg
15,1,YadX,1.287,No,10mM_mg
15,2,YadX,1.271,No,10mM_mg
15,3,YadX,1.344,No,10mM_mg
15,4,YadX,1.451,No,10mM_mg
15,1,YriB,0.807,No,no_mg
15,2,YriB,0.747,No,no_mg
15,3,YriB,0.768,No,no_mg
15,4,YriB,0.736,No,no_mg
15,1,YriB,1.237,No,10mM_mg
15,2,YriB,1.24,No,10mM_mg
15,3,YriB,1.248,No,10mM_mg
15,4,YriB,1.307,No,10mM_mg
15,1,YmiA,0.464,No,no_mg
15,2,YmiA,0.428,No,no_mg
15,3,YmiA,0.449,No,no_mg
15,4,YmiA,0.41,No,no_mg
15,1,YmiA,0.695,No,10mM_mg
15,2,YmiA,0.68,No,10mM_mg
15,3,YmiA,0.763,No,10mM_mg
15,4,YmiA,0.854,No,10mM_mg
15,1,MgtT,0.497,No,no_mg
15,2,MgtT,0.502,No,no_mg
15,3,MgtT,0.417,No,no_mg
15,4,MgtT,0.312,No,no_mg
15,1,MgtT,1.177,No,10mM_mg
15,2,MgtT,1.117,No,10mM_mg
15,3,MgtT,1.196,No,10mM_mg
15,4,MgtT,1.311,No,10mM_mg
15,1,YmiC,0.492,No,no_mg
15,2,YmiC,0.544,No,no_mg
15,3,YmiC,0.49,No,no_mg
15,4,YmiC,0.551,No,no_mg
15,1,YmiC,1.079,No,10mM_mg
15,2,YmiC,1.05,No,10mM_mg
15,3,YmiC,1.092,No,10mM_mg
15,4,YmiC,1.155,No,10mM_mg
15,1,PmrR,0.489,Yes,no_mg
15,2,PmrR,0.544,Yes,no_mg
15,3,PmrR,0.66,Yes,no_mg
15,4,PmrR,0.574,Yes,no_mg
15,1,PmrR,1.332,Yes,10mM_mg
15,2,PmrR,1.335,Yes,10mM_mg
15,3,PmrR,1.331,Yes,10mM_mg
15,4,PmrR,1.415,Yes,10mM_mg
15,1,YdgU,0.489,Yes,no_mg
15,2,YdgU,0.544,Yes,no_mg
15,3,YdgU,0.66,Yes,no_mg
15,4,YdgU,0.574,Yes,no_mg
15,1,YdgU,1.332,Yes,10mM_mg
15,2,YdgU,1.335,Yes,10mM_mg
15,3,YdgU,1.331,Yes,10mM_mg
15,4,YdgU,1.415,Yes,10mM_mg
15,1,YoaI,0.489,Yes,no_mg
15,2,YoaI,0.544,Yes,no_mg
15,3,YoaI,0.66,Yes,no_mg
15,4,YoaI,0.574,Yes,no_mg
15,1,YoaI,1.332,Yes,10mM_mg
15,2,YoaI,1.335,Yes,10mM_mg
15,3,YoaI,1.331,Yes,10mM_mg
15,4,YoaI,1.415,Yes,10mM_mg
15,1,YadX,0.489,Yes,no_mg
15,2,YadX,0.544,Yes,no_mg
15,3,YadX,0.66,Yes,no_mg
15,4,YadX,0.574,Yes,no_mg
15,1,YadX,1.332,Yes,10mM_mg
15,2,YadX,1.335,Yes,10mM_mg
15,3,YadX,1.331,Yes,10mM_mg
15,4,YadX,1.415,Yes,10mM_mg
15,1,YriB,0.489,Yes,no_mg
15,2,YriB,0.544,Yes,no_mg
15,3,YriB,0.66,Yes,no_mg
15,4,YriB,0.574,Yes,no_mg
15,1,YriB,1.332,Yes,10mM_mg
15,2,YriB,1.335,Yes,10mM_mg
15,3,YriB,1.331,Yes,10mM_mg
15,4,YriB,1.415,Yes,10mM_mg
15,1,YmiA,0.489,Yes,no_mg
15,2,YmiA,0.544,Yes,no_mg
15,3,YmiA,0.66,Yes,no_mg
15,4,YmiA,0.574,Yes,no_mg
15,1,YmiA,1.332,Yes,10mM_mg
15,2,YmiA,1.335,Yes,10mM_mg
15,3,YmiA,1.331,Yes,10mM_mg
15,4,YmiA,1.415,Yes,10mM_mg
15,1,MgtT,0.489,Yes,no_mg
15,2,MgtT,0.544,Yes,no_mg
15,3,MgtT,0.66,Yes,no_mg
15,4,MgtT,0.574,Yes,no_mg
15,1,MgtT,1.332,Yes,10mM_mg
15,2,MgtT,1.335,Yes,10mM_mg
15,3,MgtT,1.331,Yes,10mM_mg
15,4,MgtT,1.415,Yes,10mM_mg
15,1,YmiC,0.489,Yes,no_mg
15,2,YmiC,0.544,Yes,no_mg
15,3,YmiC,0.66,Yes,no_mg
15,4,YmiC,0.574,Yes,no_mg
15,1,YmiC,1.332,Yes,10mM_mg
15,2,YmiC,1.335,Yes,10mM_mg
15,3,YmiC,1.331,Yes,10mM_mg
15,4,YmiC,1.415,Yes,10mM_mg
16,1,PmrR,0.419,No,no_mg
16,2,PmrR,0.65,No,no_mg
16,3,PmrR,0.367,No,no_mg
16,4,PmrR,0.488,No,no_mg
16,1,YdgU,0.72,No,no_mg
16,2,YdgU,0.82,No,no_mg
16,3,YdgU,0.798,No,no_mg
16,4,YdgU,0.909,No,no_mg
16,1,YdgU,1.099,No,10mM_mg
16,2,YdgU,1.094,No,10mM_mg
16,3,YdgU,1.083,No,10mM_mg
16,4,YdgU,1.24,No,10mM_mg
16,1,YoaI,0.365,No,no_mg
16,2,YoaI,0.568,No,no_mg
16,3,YoaI,0.583,No,no_mg
16,4,YoaI,0.563,No,no_mg
16,1,YoaI,0.095,No,10mM_mg
16,2,YoaI,0.709,No,10mM_mg
16,3,YoaI,0.815,No,10mM_mg
16,4,YoaI,0.7,No,10mM_mg
16,1,YadX,0.312,No,no_mg
16,2,YadX,0.327,No,no_mg
16,3,YadX,0.374,No,no_mg
16,4,YadX,0.336,No,no_mg
16,1,YadX,1.353,No,10mM_mg
16,2,YadX,1.34,No,10mM_mg
16,3,YadX,1.37,No,10mM_mg
16,4,YadX,1.423,No,10mM_mg
16,1,YriB,0.808,No,no_mg
16,2,YriB,0.747,No,no_mg
16,3,YriB,0.761,No,no_mg
16,4,YriB,0.73,No,no_mg
16,1,YriB,1.239,No,10mM_mg
16,2,YriB,1.236,No,10mM_mg
16,3,YriB,1.242,No,10mM_mg
16,4,YriB,1.331,No,10mM_mg
16,1,YmiA,0.503,No,no_mg
16,2,YmiA,0.467,No,no_mg
16,3,YmiA,0.524,No,no_mg
16,4,YmiA,0.473,No,no_mg
16,1,YmiA,0.731,No,10mM_mg
16,2,YmiA,0.692,No,10mM_mg
16,3,YmiA,0.814,No,10mM_mg
16,4,YmiA,0.97,No,10mM_mg
16,1,MgtT,0.498,No,no_mg
16,2,MgtT,0.488,No,no_mg
16,3,MgtT,0.421,No,no_mg
16,4,MgtT,0.305,No,no_mg
16,1,MgtT,1.255,No,10mM_mg
16,2,MgtT,1.207,No,10mM_mg
16,3,MgtT,1.28,No,10mM_mg
16,4,MgtT,1.378,No,10mM_mg
16,1,YmiC,0.495,No,no_mg
16,2,YmiC,0.546,No,no_mg
16,3,YmiC,0.471,No,no_mg
16,4,YmiC,0.558,No,no_mg
16,1,YmiC,1.094,No,10mM_mg
16,2,YmiC,1.08,No,10mM_mg
16,3,YmiC,1.098,No,10mM_mg
16,4,YmiC,1.164,No,10mM_mg
16,1,PmrR,0.46,Yes,no_mg
16,2,PmrR,0.544,Yes,no_mg
16,3,PmrR,0.657,Yes,no_mg
16,4,PmrR,0.581,Yes,no_mg
16,1,YdgU,0.46,Yes,no_mg
16,2,YdgU,0.544,Yes,no_mg
16,3,YdgU,0.657,Yes,no_mg
16,4,YdgU,0.581,Yes,no_mg
16,1,YdgU,1.347,Yes,10mM_mg
16,2,YdgU,1.354,Yes,10mM_mg
16,3,YdgU,1.34,Yes,10mM_mg
16,4,YdgU,1.457,Yes,10mM_mg
16,1,YoaI,0.46,Yes,no_mg
16,2,YoaI,0.544,Yes,no_mg
16,3,YoaI,0.657,Yes,no_mg
16,4,YoaI,0.581,Yes,no_mg
16,1,YoaI,1.347,Yes,10mM_mg
16,2,YoaI,1.354,Yes,10mM_mg
16,3,YoaI,1.34,Yes,10mM_mg
16,4,YoaI,1.457,Yes,10mM_mg
16,1,YadX,0.46,Yes,no_mg
16,2,YadX,0.544,Yes,no_mg
16,3,YadX,0.657,Yes,no_mg
16,4,YadX,0.581,Yes,no_mg
16,1,YadX,1.347,Yes,10mM_mg
16,2,YadX,1.354,Yes,10mM_mg
16,3,YadX,1.34,Yes,10mM_mg
16,4,YadX,1.457,Yes,10mM_mg
16,1,YriB,0.46,Yes,no_mg
16,2,YriB,0.544,Yes,no_mg
16,3,YriB,0.657,Yes,no_mg
16,4,YriB,0.581,Yes,no_mg
16,1,YriB,1.347,Yes,10mM_mg
16,2,YriB,1.354,Yes,10mM_mg
16,3,YriB,1.34,Yes,10mM_mg
16,4,YriB,1.457,Yes,10mM_mg
16,1,YmiA,0.46,Yes,no_mg
16,2,YmiA,0.544,Yes,no_mg
16,3,YmiA,0.657,Yes,no_mg
16,4,YmiA,0.581,Yes,no_mg
16,1,YmiA,1.347,Yes,10mM_mg
16,2,YmiA,1.354,Yes,10mM_mg
16,3,YmiA,1.34,Yes,10mM_mg
16,4,YmiA,1.457,Yes,10mM_mg
16,1,MgtT,0.46,Yes,no_mg
16,2,MgtT,0.544,Yes,no_mg
16,3,MgtT,0.657,Yes,no_mg
16,4,MgtT,0.581,Yes,no_mg
16,1,MgtT,1.347,Yes,10mM_mg
16,2,MgtT,1.354,Yes,10mM_mg
16,3,MgtT,1.34,Yes,10mM_mg
16,4,MgtT,1.457,Yes,10mM_mg
16,1,YmiC,0.46,Yes,no_mg
16,2,YmiC,0.544,Yes,no_mg
16,3,YmiC,0.657,Yes,no_mg
16,4,YmiC,0.581,Yes,no_mg
16,1,YmiC,1.347,Yes,10mM_mg
16,2,YmiC,1.354,Yes,10mM_mg
16,3,YmiC,1.34,Yes,10mM_mg
16,4,YmiC,1.457,Yes,10mM_mg
17,1,PmrR,0.542,No,no_mg
17,2,PmrR,0.745,No,no_mg
17,3,PmrR,0.466,No,no_mg
17,4,PmrR,0.615,No,no_mg
17,1,YdgU,0.743,No,no_mg
17,2,YdgU,0.837,No,no_mg
17,3,YdgU,0.827,No,no_mg
17,4,YdgU,0.931,No,no_mg
17,1,YdgU,1.105,No,10mM_mg
17,2,YdgU,1.136,No,10mM_mg
17,3,YdgU,1.133,No,10mM_mg
17,4,YdgU,1.262,No,10mM_mg
17,1,YoaI,0.406,No,no_mg
17,2,YoaI,0.693,No,no_mg
17,3,YoaI,0.654,No,no_mg
17,4,YoaI,0.609,No,no_mg
17,1,YadX,0.326,No,no_mg
17,2,YadX,0.323,No,no_mg
17,3,YadX,0.382,No,no_mg
17,4,YadX,0.338,No,no_mg
17,1,YadX,1.412,No,10mM_mg
17,2,YadX,1.391,No,10mM_mg
17,3,YadX,1.409,No,10mM_mg
17,4,YadX,1.378,No,10mM_mg
17,1,YriB,0.812,No,no_mg
17,2,YriB,0.745,No,no_mg
17,3,YriB,0.754,No,no_mg
17,4,YriB,0.726,No,no_mg
17,1,YriB,1.241,No,10mM_mg
17,2,YriB,1.233,No,10mM_mg
17,3,YriB,1.235,No,10mM_mg
17,4,YriB,1.398,No,10mM_mg
17,1,YmiA,0.533,No,no_mg
17,2,YmiA,0.495,No,no_mg
17,3,YmiA,0.571,No,no_mg
17,4,YmiA,0.486,No,no_mg
17,1,YmiA,0.817,No,10mM_mg
17,2,YmiA,0.738,No,10mM_mg
17,3,YmiA,0.895,No,10mM_mg
17,4,YmiA,1.122,No,10mM_mg
17,1,MgtT,0.492,No,no_mg
17,2,MgtT,0.483,No,no_mg
17,3,MgtT,0.424,No,no_mg
17,4,MgtT,0.305,No,no_mg
17,1,MgtT,1.308,No,10mM_mg
17,2,MgtT,1.247,No,10mM_mg
17,3,MgtT,1.354,No,10mM_mg
17,4,MgtT,1.442,No,10mM_mg
17,1,YmiC,0.504,No,no_mg
17,2,YmiC,0.531,No,no_mg
17,3,YmiC,0.464,No,no_mg
17,4,YmiC,0.573,No,no_mg
17,1,YmiC,1.115,No,10mM_mg
17,2,YmiC,1.099,No,10mM_mg
17,3,YmiC,1.105,No,10mM_mg
17,4,YmiC,1.171,No,10mM_mg
17,1,PmrR,0.458,Yes,no_mg
17,2,PmrR,0.538,Yes,no_mg
17,3,PmrR,0.65,Yes,no_mg
17,4,PmrR,0.588,Yes,no_mg
17,1,YdgU,0.458,Yes,no_mg
17,2,YdgU,0.538,Yes,no_mg
17,3,YdgU,0.65,Yes,no_mg
17,4,YdgU,0.588,Yes,no_mg
17,1,YdgU,1.371,Yes,10mM_mg
17,2,YdgU,1.379,Yes,10mM_mg
17,3,YdgU,1.358,Yes,10mM_mg
17,4,YdgU,1.487,Yes,10mM_mg
17,1,YoaI,0.458,Yes,no_mg
17,2,YoaI,0.538,Yes,no_mg
17,3,YoaI,0.65,Yes,no_mg
17,4,YoaI,0.588,Yes,no_mg
17,1,YadX,0.458,Yes,no_mg
17,2,YadX,0.538,Yes,no_mg
17,3,YadX,0.65,Yes,no_mg
17,4,YadX,0.588,Yes,no_mg
17,1,YadX,1.371,Yes,10mM_mg
17,2,YadX,1.379,Yes,10mM_mg
